Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
16,X. He,"Decadal loss of paddy fields driven by cumulative human activities in the Three Gorges Reservoir area, China",2020,Land Degradation and Development,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081245025&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081245025&origin=inward,79,2025-04-16T06:13:31Z,Article,10.1002/ldr.3574,1085-3278,https://api.elsevier.com/content/abstract/scopus_id/85081245025,31,15,1990,2002,16,3.2,16,1,5,NA,NA,NA
38,J.T. Erbaugh,Paradigm shift and business as usual through policy layering: Forest-related policy change in Indonesia (1999-2016),2019,Land Use Policy,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0264837718314042,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85065241455&origin=inward,45,2025-04-16T06:13:31Z,Article,10.1016/j.landusepol.2019.04.021,0264-8377,https://api.elsevier.com/content/abstract/scopus_id/85065241455,86,NA,136,146,38,6.33,38,1,6,NA,NA,NA
17,L. Kärkkäinen,Evaluation of policy instruments for supporting greenhouse gas mitigation efforts in agricultural and urban land use,2020,Land Use Policy,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0264837720301290,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089190456&origin=inward,75,2025-04-16T06:13:31Z,Article,10.1016/j.landusepol.2020.104991,0264-8377,https://api.elsevier.com/content/abstract/scopus_id/85089190456,99,NA,NA,NA,17,3.4,17,1,5,NA,NA,NA
16,E. Mattsson,Heterogeneity and assessment uncertainties in forest characteristics and biomass carbon stocks: Important considerations for climate mitigation policies,2016,Land Use Policy,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0264837716308766,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84984621249&origin=inward,82,2025-04-16T06:13:31Z,Article,10.1016/j.landusepol.2016.08.026,0264-8377,https://api.elsevier.com/content/abstract/scopus_id/84984621249,59,NA,84,94,16,1.78,16,1,9,NA,NA,NA
14,E. Cheyns,Missing the forest for the data? Conflicting valuations of the forest and cultivable lands,2020,Land Use Policy,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0264837717309249,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058147389&origin=inward,92,2025-04-16T06:13:31Z,Article,10.1016/j.landusepol.2018.08.042,0264-8377,https://api.elsevier.com/content/abstract/scopus_id/85058147389,96,NA,NA,NA,14,2.8,14,1,5,NA,NA,NA
2,J.K. Black,Latin America: Its problems and its promise: A multidisciplinary introduction,2018,Latin America: Its Problems and its Promise: A Multidisciplinary Introduction,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050186413&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050186413&origin=inward,149,2025-04-16T06:13:31Z,Book,10.4324/9780429495069,NA,https://api.elsevier.com/content/abstract/scopus_id/85050186413,NA,NA,1,608,2,0.29,2,1,7,NA,NA,NA
3,C.N. Chukwuji,"Awareness, access and utilization of information on climate change by farmers in Zamfara State, Nigeria",2019,Library Philosophy and Practice,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060210285&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060210285&origin=inward,139,2025-04-16T06:13:31Z,Article,NA,1522-0222,https://api.elsevier.com/content/abstract/scopus_id/85060210285,2019,NA,NA,NA,3,0.5,3,1,6,NA,NA,NA
8,A. Libert-Amico,From paper to action in climate change mitigation and adaptation: The case of the coffee rust in Chiapas,2018,Madera y Bosques,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066018411&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066018411&origin=inward,113,2025-04-16T06:13:31Z,Article,10.21829/myb.2018.2401914,1405-0471,https://api.elsevier.com/content/abstract/scopus_id/85066018411,24,NA,NA,NA,8,1.14,8,1,7,NA,NA,NA
3,P.O. Schut,"Trees, forests, landscapes. the contribution of the Touring Club de France towards reforestation",2016,Natures Sciences Societes,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85003601760&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85003601760&origin=inward,142,2025-04-16T06:13:31Z,Article,10.1051/nss/2016031,1240-1307,https://api.elsevier.com/content/abstract/scopus_id/85003601760,24,3,230,241,3,0.33,3,1,9,NA,NA,NA
0,H. Hammond,Landed identity and the bourbon neapolitan state: Claude-Joseph Vernet and the politics of the ‘siti reali’,2016,New Approaches to Naples c.1500-c.1800: The Power of Place,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086964698&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086964698&origin=inward,168,2025-04-16T06:13:31Z,Book Chapter,10.4324/9781315597881-14,NA,https://api.elsevier.com/content/abstract/scopus_id/85086964698,NA,NA,121,146,0,0,0,1,9,NA,NA,NA
32,A. Sana,Knowledge and perceptions of health and environmental risks related to artisanal gold mining by the artisanal miners in Burkina Faso: A cross-sectional survey,2017,Pan African Medical Journal,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028600332&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028600332&origin=inward,48,2025-04-16T06:13:31Z,Article,10.11604/pamj.2017.27.280.12080,1937-8688,https://api.elsevier.com/content/abstract/scopus_id/85028600332,27,NA,NA,NA,32,4,32,1,8,NA,NA,NA
11,M. Brito,Rapid integrated clinical survey to determine prevalence and co-distribution patterns of lymphatic filariasis and onchocerciasis in a Loa loa co-endemic area: The Angolan experience,2017,Parasite Epidemiology and Control,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S2405673117300156,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85018896826&origin=inward,103,2025-04-16T06:13:31Z,Article,10.1016/j.parepi.2017.05.001,2405-6731,https://api.elsevier.com/content/abstract/scopus_id/85018896826,2,3,71,84,11,1.38,11,1,8,NA,NA,NA
34,R. Dobrovolski,Science and democracy must orientate Brazil's path to sustainability,2018,Perspectives in Ecology and Conservation,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S2530064418300439,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049606652&origin=inward,47,2025-04-16T06:13:31Z,Article,10.1016/j.pecon.2018.06.005,2530-0644,https://api.elsevier.com/content/abstract/scopus_id/85049606652,16,3,121,124,34,4.86,34,1,7,NA,NA,NA
1,K. Desmond,Planet Savers: 301 Extraordinary Environmentalists,2017,Planet Savers: 301 Extraordinary Environmentalists,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165355138&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85165355138&origin=inward,151,2025-04-16T06:13:31Z,Book,10.4324/9781351280327,NA,https://api.elsevier.com/content/abstract/scopus_id/85165355138,NA,NA,1,320,1,0.13,1,1,8,NA,NA,NA
53,M.C. Castro,"Development, environmental degradation, and disease spread in the Brazilian Amazon",2019,PLoS Biology,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S1544917319001159,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075813601&origin=inward,27,2025-04-16T06:13:31Z,Article,10.1371/journal.pbio.3000526,1544-9173,https://api.elsevier.com/content/abstract/scopus_id/85075813601,17,11,NA,NA,53,8.83,53,1,6,NA,NA,NA
17,B.F. Milmanda,The Multilevel Politics of Enforcement: Environmental Institutions in Argentina,2020,Politics and Society,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077153403&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077153403&origin=inward,76,2025-04-16T06:13:31Z,Article,10.1177/0032329219894074,0032-3292,https://api.elsevier.com/content/abstract/scopus_id/85077153403,48,1,3,26,17,3.4,17,1,5,NA,NA,NA
7,F.B.J.R. Dallaqua,ForestEyes project: Can citizen scientists help rainforests?,2019,"Proceedings - IEEE 15th International Conference on eScience, eScience 2019",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083171388&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083171388&origin=inward,117,2025-04-16T06:13:31Z,Conference Paper,10.1109/eScience.2019.00010,NA,https://api.elsevier.com/content/abstract/scopus_id/85083171388,NA,NA,18,27,7,1.17,7,1,6,NA,NA,NA
3,L.W. Evelina,Comparative forest preservation campaign government and NGO on Indonesia instagram,2020,"Proceedings of 2020 International Conference on Information Management and Technology, ICIMTech 2020",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85093973239&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85093973239&origin=inward,135,2025-04-16T06:13:31Z,Conference Paper,10.1109/ICIMTech50083.2020.9211190,NA,https://api.elsevier.com/content/abstract/scopus_id/85093973239,NA,NA,370,375,3,0.6,3,1,5,NA,NA,NA
2,M. Pakravan,An agent-based modeling approach for clean technologies adoption using theory of planned behavior based decision-making,2019,Proceedings of the ASME Design Engineering Technical Conference,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076369898&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076369898&origin=inward,147,2025-04-16T06:13:31Z,Conference Paper,10.1115/DETC2019-97670,NA,https://api.elsevier.com/content/abstract/scopus_id/85076369898,2,NA,NA,NA,2,0.33,2,1,6,NA,NA,NA
4,P. Bartocci,Environmental impact on the life cycle for turbine based biomass chp plants,2018,Proceedings of the ASME Turbo Expo,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85053866091&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85053866091&origin=inward,133,2025-04-16T06:13:31Z,Conference Paper,10.1115/GT201876856,NA,https://api.elsevier.com/content/abstract/scopus_id/85053866091,3,NA,NA,NA,4,0.57,4,1,7,NA,NA,NA
10,P. Dubois-Fernandez,Preliminary results of the AfriSAR campaign,2016,"Proceedings of the European Conference on Synthetic Aperture Radar, EUSAR",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85001085872&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85001085872&origin=inward,107,2025-04-16T06:13:31Z,Conference Paper,NA,2197-4403,https://api.elsevier.com/content/abstract/scopus_id/85001085872,NA,NA,NA,NA,10,1.11,10,1,9,NA,NA,NA
3,H. Aghababaee,Assessment of temporal decorrelation in differential SAR tomography for forestry applications,2018,"Proceedings of the European Conference on Synthetic Aperture Radar, EUSAR",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050456495&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050456495&origin=inward,140,2025-04-16T06:13:31Z,Conference Paper,NA,2197-4403,https://api.elsevier.com/content/abstract/scopus_id/85050456495,2018,NA,666,670,3,0.43,3,1,7,NA,NA,NA
208,A. Blackman,Titling indigenous communities protects forests in the Peruvian Amazon,2017,Proceedings of the National Academy of Sciences of the United States of America,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85017639941&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85017639941&origin=inward,4,2025-04-16T06:13:31Z,Article,10.1073/pnas.1603290114,0027-8424,https://api.elsevier.com/content/abstract/scopus_id/85017639941,114,16,4123,4128,208,26,208,1,8,NA,NA,NA
89,R. Heilmayr,"Impacts of nonstate, market-driven governance on Chilean forests",2016,Proceedings of the National Academy of Sciences of the United States of America,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84961837194&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84961837194&origin=inward,11,2025-04-16T06:13:31Z,Article,10.1073/pnas.1600394113,0027-8424,https://api.elsevier.com/content/abstract/scopus_id/84961837194,113,11,2910,2915,89,9.89,89,1,9,NA,NA,NA
0,A. Islamov,Advantages of the use of drones in a complex onshore seismic project in Greece,2019,ProGREss 2019: Exploration as a Business - Oil and Gas International Exploration Conference,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089181050&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089181050&origin=inward,167,2025-04-16T06:13:31Z,Conference Paper,NA,NA,https://api.elsevier.com/content/abstract/scopus_id/85089181050,NA,NA,NA,NA,0,0,0,1,6,NA,NA,NA
1,B. Fortuna-Antoszkiewicz,Fruit alleys in rural landscape - In Poland and Moravia,2019,Public Recreation and Landscape Protection - With Sense Hand in Hand... Conference Proceeding,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068249787&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068249787&origin=inward,159,2025-04-16T06:13:31Z,Conference Paper,NA,NA,https://api.elsevier.com/content/abstract/scopus_id/85068249787,NA,NA,162,167,1,0.17,1,1,6,NA,NA,NA
1,W.V.C. Wong,High Resolution of Three-Dimensional Dataset for Aboveground Biomass Estimation in Tropical Rainforests,2017,Redefining Diversity and Dynamics of Natural Resources Management in Asia,NA,https://api.elsevier.com/content/article/eid/3-s2.0-B9780128054543000074,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85023613259&origin=inward,161,2025-04-16T06:13:31Z,Book Chapter,10.1016/B978-0-12-805454-3.00007-4,NA,https://api.elsevier.com/content/abstract/scopus_id/85023613259,1,NA,115,130,1,0.13,1,1,8,NA,NA,NA
112,M.M. Hassan,"Rohingya refugee crisis and forest cover change in Teknaf, Bangladesh",2018,Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047568436&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047568436&origin=inward,7,2025-04-16T06:13:31Z,Article,10.3390/rs10050689,2072-4292,https://api.elsevier.com/content/abstract/scopus_id/85047568436,10,5,NA,NA,112,16,112,1,7,NA,NA,NA
26,A.C. Talucci,Evaluating post-fire vegetation recovery in Cajander Larch Forests in Northeastern Siberia using UAV derived vegetation indices,2020,Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092115750&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092115750&origin=inward,55,2025-04-16T06:13:31Z,Article,10.3390/RS12182970,2072-4292,https://api.elsevier.com/content/abstract/scopus_id/85092115750,12,18,NA,NA,26,5.2,26,1,5,NA,NA,NA
17,M.I. Cruz-López,Spatial distribution of forest fire emissions: A case study in three Mexican ecoregions,2019,Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85066748759&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85066748759&origin=inward,77,2025-04-16T06:13:31Z,Article,10.3390/rs11101185,2072-4292,https://api.elsevier.com/content/abstract/scopus_id/85066748759,11,10,NA,NA,17,2.83,17,1,6,NA,NA,NA
15,C. Thiel,Uas imagery-based mapping of coarse wood debris in a natural deciduous forest in central Germany (Hainich National Park),2020,Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092906426&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092906426&origin=inward,83,2025-04-16T06:13:31Z,Article,10.3390/rs12203293,2072-4292,https://api.elsevier.com/content/abstract/scopus_id/85092906426,12,20,1,24,15,3,15,1,5,NA,NA,NA
15,T. Kauranne,LiDAR-Assisted Multi-Source Program (LAMP) for measuring above ground biomass and forest carbon,2017,Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85013662421&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85013662421&origin=inward,90,2025-04-16T06:13:31Z,Article,10.3390/rs9020154,2072-4292,https://api.elsevier.com/content/abstract/scopus_id/85013662421,9,2,NA,NA,15,1.88,15,1,8,NA,NA,NA
14,A. Ferraz,Fusion of NASA Airborne Snow Observatory (ASO) lidar time series over mountain forest landscapes,2018,Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042544568&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042544568&origin=inward,93,2025-04-16T06:13:31Z,Article,10.3390/rs10020164,2072-4292,https://api.elsevier.com/content/abstract/scopus_id/85042544568,10,2,NA,NA,14,2,14,1,7,NA,NA,NA
12,N. Ghasemi,Assessment of forest above-ground biomass estimation from PolInSAR in the presence of temporal decorrelation,2018,Remote Sensing,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048987327&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048987327&origin=inward,99,2025-04-16T06:13:31Z,Article,10.3390/rs10060815,2072-4292,https://api.elsevier.com/content/abstract/scopus_id/85048987327,10,6,NA,NA,12,1.71,12,1,7,NA,NA,NA
247,S. Quegan,The European Space Agency BIOMASS mission: Measuring forest above-ground biomass from space,2019,Remote Sensing of Environment,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0034425719301233,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063982424&origin=inward,3,2025-04-16T06:13:31Z,Article,10.1016/j.rse.2019.03.032,0034-4257,https://api.elsevier.com/content/abstract/scopus_id/85063982424,227,NA,44,60,247,41.17,247,1,6,NA,NA,NA
51,J. Franke,Fuel load mapping in the Brazilian Cerrado in support of integrated fire management,2018,Remote Sensing of Environment,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0034425718303936,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051807370&origin=inward,32,2025-04-16T06:13:31Z,Article,10.1016/j.rse.2018.08.018,0034-4257,https://api.elsevier.com/content/abstract/scopus_id/85051807370,217,NA,221,232,51,7.29,51,1,7,NA,NA,NA
9,B. Lin,How does institutional freedom affect global forest carbon sinks? The analysis of transfer paths,2020,"Resources, Conservation and Recycling",NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0921344920302998,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086434792&origin=inward,109,2025-04-16T06:13:31Z,Article,10.1016/j.resconrec.2020.104982,0921-3449,https://api.elsevier.com/content/abstract/scopus_id/85086434792,161,NA,NA,NA,9,1.8,9,1,5,NA,NA,NA
10,M.A. Almeida,The use of rural areas in Portugal: Historical perspective and the new trends,2020,Revista Galega de Economia,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092929781&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092929781&origin=inward,105,2025-04-16T06:13:31Z,Article,10.15304/rge.29.2.6750,1132-2799,https://api.elsevier.com/content/abstract/scopus_id/85092929781,29,2,1,17,10,2,10,1,5,NA,NA,NA
0,J. Vendruscolo,"Deforestation rate in bamburro river basin from 1985 to 2015, western amazon, Brazil",2017,Revista Geografica Venezolana,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85037584090&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85037584090&origin=inward,174,2025-04-16T06:13:31Z,Article,NA,1012-1617,https://api.elsevier.com/content/abstract/scopus_id/85037584090,58,2,378,393,0,0,0,1,8,NA,NA,NA
8,F. Backman,"Is there a Nordic Model for the treatment of introduced tree species? A comparison of the use, policy, and debate concerning introduced tree species in the Nordic countries",2016,Scandinavian Journal of Forest Research,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84955649372&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84955649372&origin=inward,116,2025-04-16T06:13:31Z,Review,10.1080/02827581.2015.1089929,0282-7581,https://api.elsevier.com/content/abstract/scopus_id/84955649372,31,2,222,232,8,0.89,8,1,9,NA,NA,NA
15,S. Sarkar,A quantitative assessment of distributions and sources of tropospheric halocarbons measured in Singapore,2018,Science of the Total Environment,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0048969717331467,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034609757&origin=inward,88,2025-04-16T06:13:31Z,Article,10.1016/j.scitotenv.2017.11.087,0048-9697,https://api.elsevier.com/content/abstract/scopus_id/85034609757,619,NA,528,544,15,2.14,15,1,7,NA,NA,NA
13,Q. Li,Investigation of ozone deposition to vegetation under warm and dry conditions near the Eastern Mediterranean coast,2019,Science of the Total Environment,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0048969718351453,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85058985905&origin=inward,96,2025-04-16T06:13:31Z,Article,10.1016/j.scitotenv.2018.12.272,0048-9697,https://api.elsevier.com/content/abstract/scopus_id/85058985905,658,NA,1316,1333,13,2.17,13,1,6,NA,NA,NA
23,T. Egusa,Carbon stock in Japanese forests has been greatly underestimated,2020,Scientific Reports,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084433494&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084433494&origin=inward,62,2025-04-16T06:13:31Z,Article,10.1038/s41598-020-64851-2,2045-2322,https://api.elsevier.com/content/abstract/scopus_id/85084433494,10,1,NA,NA,23,4.6,23,1,5,NA,NA,NA
4,M.R. Sanatkar,The dynamics of polarized beliefs in networks governed by viral diffusion and media influence,2020,Social Network Analysis and Mining,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85080988008&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85080988008&origin=inward,131,2025-04-16T06:13:31Z,Article,10.1007/s13278-020-0627-1,1869-5450,https://api.elsevier.com/content/abstract/scopus_id/85080988008,10,1,NA,NA,4,0.8,4,1,5,NA,NA,NA
0,G. Teddy,Ghana's Response to national emergencies and disaster Management: An advocacy for a multisectoral approach,2016,"Society of Petroleum Engineers - SPE African Health, Safety, Security and Environment and Social Responsibility Conference and Exhibition 2016",NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040369880&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040369880&origin=inward,173,2025-04-16T06:13:31Z,Conference Paper,10.2118/183605-ms,NA,https://api.elsevier.com/content/abstract/scopus_id/85040369880,NA,NA,279,288,0,0,0,1,9,NA,NA,NA
13,F. Okaka,"Urban residents’ awareness of climate change and their autonomous adaptive behaviour and mitigation measures in the coastal city of mombasa, kenya",2018,South African Geographical Journal,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050337233&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050337233&origin=inward,97,2025-04-16T06:13:31Z,Article,10.1080/03736245.2018.1500302,0373-6245,https://api.elsevier.com/content/abstract/scopus_id/85050337233,100,3,378,393,13,1.86,13,1,7,NA,NA,NA
15,M. Ghimire,Historical land covers change in the chure-tarai landscape in the last six decades: Drivers and environmental consequences,2017,Springer Geography,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85046072611&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85046072611&origin=inward,87,2025-04-16T06:13:31Z,Book Chapter,10.1007/978-981-10-2890-8_5,2194-315X,https://api.elsevier.com/content/abstract/scopus_id/85046072611,NA,NA,109,147,15,1.88,15,1,8,NA,NA,NA
13,C. Hinkes,No palm oil or certified sustainable palm oil? Heterogeneous consumer preferences and the role of information,2020,Sustainability (Switzerland),NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85095580714&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85095580714&origin=inward,95,2025-04-16T06:13:31Z,Article,10.3390/su12187257,2071-1050,https://api.elsevier.com/content/abstract/scopus_id/85095580714,12,18,1,26,13,2.6,13,1,5,NA,NA,NA
11,N.M. Dawson,Norm entrepreneurs sidestep REDD+ in pursuit of just and sustainable forest governance,2018,Sustainability (Switzerland),NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047543662&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047543662&origin=inward,102,2025-04-16T06:13:31Z,Article,10.3390/su10061726,2071-1050,https://api.elsevier.com/content/abstract/scopus_id/85047543662,10,6,NA,NA,11,1.57,11,1,7,NA,NA,NA
0,J. Hamprecht,Purchasing Strategies and Sustainability: The Migros Palm Oil Case<sup>1</sup>,2017,Sustainability Management and Strategy: The oikos collection,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135663158&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135663158&origin=inward,163,2025-04-16T06:13:31Z,Book Chapter,10.4324/9781351280280-10,NA,https://api.elsevier.com/content/abstract/scopus_id/85135663158,NA,NA,123,142,0,0,0,1,8,NA,NA,NA
7,H. Rosa,Good life beyond growth: An introduction,2017,The Good Life beyond Growth: New Perspectives,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85049938200&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85049938200&origin=inward,120,2025-04-16T06:13:31Z,Editorial,10.4324/9781315542126,NA,https://api.elsevier.com/content/abstract/scopus_id/85049938200,NA,NA,1,14,7,0.88,7,1,8,NA,NA,NA
8,D. Ragone,Breadfruit for food and nutrition security in the 21st century,2016,Tropical Agriculture,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85027838908&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85027838908&origin=inward,115,2025-04-16T06:13:31Z,Conference Paper,NA,0041-3216,https://api.elsevier.com/content/abstract/scopus_id/85027838908,93,NA,18,29,8,0.89,8,1,9,NA,NA,NA
10,P.P. Bhojvaid,"Forest transition curve of India and related policies, acts and other major factors",2016,Tropical Ecology,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84949294686&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84949294686&origin=inward,108,2025-04-16T06:13:31Z,Article,NA,0564-3295,https://api.elsevier.com/content/abstract/scopus_id/84949294686,57,2,133,141,10,1.11,10,1,9,NA,NA,NA
0,NA,Bringing wildcats back after a 10-year campaign,2018,Veterinary Record,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056155602&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056155602&origin=inward,170,2025-04-16T06:13:31Z,Note,10.1136/vr.k4617,0042-4900,https://api.elsevier.com/content/abstract/scopus_id/85056155602,183,17,521,521,0,0,0,0,7,NA,NA,NA
