,Cites,Authors,Title,Inclusion_rens,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,source_dataset,title_lower,unique_id
413,202,"DK Ray, US Nair, RO Lawton, RM Welch…",Impact of land use on Costa Rican tropical montane cloud forests: Sensitivity of orographic cloud formation to deforestation in the plains,0,2006,Journal of …,Wiley Online Library,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2005JD006096,"https://scholar.google.com/scholar?cites=6564767962155782895&as_sdt=2005&sciodt=0,5&hl=en",154,NA,10.1029/2005JD006096,NA,NA,NA,NA,NA,NA,202,10.63,40,5,19,"… During the LUCIE field campaign coincident rawinsonde launches were conducted over … System used during the LUCIE field campaign reported temperature, humidity and wind …",https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005JD006096,"https://scholar.google.com/scholar?q=related:7xIpEa69GlsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,impact of land use on costa rican tropical montane cloud forests: sensitivity of orographic cloud formation to deforestation in the plains,paper_797
414,0,M. Granero,"Impact of the old dam upon the water quality at the intake in San Roque Reservoir (Cordoba, Argentina)",0,2004,Bridging the Gap: Meeting the World's Water and Environmental Resources Challenges - Proceedings of the World Water and Environmental Resources Congress 2001,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=75649135571&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=75649135571&origin=inward,92,Conference Paper,10.1061/40569(2001)389,NA,https://api.elsevier.com/content/abstract/scopus_id/75649135571,111,NA,NA,NA,0,0,0,1,21,NA,NA,NA,scopus,"impact of the old dam upon the water quality at the intake in san roque reservoir (cordoba, argentina)",paper_800
415,60,"LD Gates, S Liess",Impacts of deforestation and afforestation in the Mediterranean region as simulated by the MPI atmospheric GCM,0,2001,Global and Planetary Change,Elsevier,https://www.sciencedirect.com/science/article/pii/S0921818100000916,"https://scholar.google.com/scholar?cites=16474836996981419602&as_sdt=2005&sciodt=0,5&hl=en",458,NA,NA,NA,NA,NA,NA,NA,NA,60,2.5,30,2,24,"… deforestation has been common practice for more than 2000 years and its impacts are widespread, while deforestation … Has the historical anthropogenic deforestation in the region lead …",https://pure.mpg.de/rest/items/item_1560294_6/component/file_1560293/content,"https://scholar.google.com/scholar?q=related:Um6KGfZgouQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,impacts of deforestation and afforestation in the mediterranean region as simulated by the mpi atmospheric gcm,paper_802
416,24,Z. Yu,Impacts of forest management intensity on carbon accumulation of China's forest plantations,0,2020,Forest Ecology and Management,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0378112720310215,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085932438&origin=inward,59,Article,10.1016/j.foreco.2020.118252,0378-1127,https://api.elsevier.com/content/abstract/scopus_id/85085932438,472,NA,NA,NA,24,4.8,24,1,5,NA,NA,NA,scopus,impacts of forest management intensity on carbon accumulation of china's forest plantations,paper_805
417,91,E Kintisch,Improved monitoring of rainforests helps pierce haze of deforestation,0,2007,Science,science.org,https://www.science.org/doi/abs/10.1126/science.316.5824.536,"https://scholar.google.com/scholar?cites=268005062236579929&as_sdt=2005&sciodt=0,5&hl=en",251,NA,10.1126/science.316.5824.536,NA,NA,NA,NA,NA,NA,91,5.06,91,1,18,… She's cheered by a campaign that has protected tens of thousands of square kilometers of Brazilian rainforest since 2004. A general trend of falling beef and soy prices has helped by …,http://www.inpe.br/noticias/arquivos/pdf/haze.pdf,"https://scholar.google.com/scholar?q=related:WSieJC8luAMJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,improved monitoring of rainforests helps pierce haze of deforestation,paper_812
418,81,"N Labriere, S Tao, J Chave, K Scipal…",In Situ Reference Datasets From the TropiSAR and AfriSAR Campaigns in Support of Upcoming Spaceborne Biomass Missions,0,2018,IEEE Journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8417912/,"https://scholar.google.com/scholar?cites=13676216777755642705&as_sdt=2005&sciodt=0,5&hl=en",674,NA,NA,NA,NA,NA,NA,NA,NA,81,11.57,16,5,7,"… forest carbon stock mapping and reduce uncertainty in the carbon fluxes due to deforestation, forest degradation, … in French Guiana during the 2009 TropiSAR campaign [22], and more …",https://ieeexplore.ieee.org/iel7/4609443/8493483/08417912.pdf,"https://scholar.google.com/scholar?q=related:UctcHbOuy70J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,in situ reference datasets from the tropisar and afrisar campaigns in support of upcoming spaceborne biomass missions,paper_816
419,46,T.E.L. Smith,"In Situ Tropical Peatland Fire Emission Factors and Their Variability, as Determined by Field Measurements in Peninsula Malaysia",0,2018,Global Biogeochemical Cycles,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040174093&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040174093&origin=inward,37,Article,10.1002/2017GB005709,0886-6236,https://api.elsevier.com/content/abstract/scopus_id/85040174093,32,1,18,31,46,6.57,46,1,7,NA,NA,NA,scopus,"in situ tropical peatland fire emission factors and their variability, as determined by field measurements in peninsula malaysia",paper_817
420,251,"C Johnson, T Forsyth",In the eyes of the state: Negotiating a “rights-based approach” to forest conservation in Thailand,1,2002,World development,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305750X02000578,"https://scholar.google.com/scholar?cites=10710230744006058508&as_sdt=2005&sciodt=0,5&hl=en",409,NA,NA,NA,NA,NA,NA,NA,NA,251,10.91,126,2,23,"… valuable respite from uncontrolled deforestation, there were … to deforestation in all forms, and also forms of reforestation such … involving limited deforestation or cyclical shifting cultivation. …",https://eprints.lse.ac.uk/4739/1/In_the_eyes_of_the_state_-_negotiating_a_rights_based_approach_(LSERO).pdf,"https://scholar.google.com/scholar?q=related:DOLyzh1iopQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,in the eyes of the state: negotiating a “rights-based approach” to forest conservation in thailand,paper_818
421,2,AT Hailu,Incentivized forest conservation: spatial econometric and experimental evidence,0,2018,NA,nmbu.brage.unit.no,https://nmbu.brage.unit.no/nmbu-xmlui/handle/11250/2580937,"https://scholar.google.com/scholar?cites=123784069897864259&as_sdt=2005&sciodt=0,5&hl=en",858,NA,NA,NA,NA,NA,NA,NA,NA,2,0.29,2,1,7,… Deforestation and forest Degradation (REDD+) is the reference level (RL). Setting RLs requires modeling and predicting deforestation … the drivers of deforestation in Indonesian districts. …,https://nmbu.brage.unit.no/nmbu-xmlui/bitstream/handle/11250/2580937/98003%20NMBU%20Hailu%20finished.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:Q0Qdq_TEtwEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,incentivized forest conservation: spatial econometric and experimental evidence,paper_819
422,47,"Ruparelia, S","India's New Rights Agenda: Genesis, Promises, Risks",0,2013,PACIFIC AFFAIRS,PACIFIC AFFAIRS UNIV BRITISH COLUMBIA,http://dx.doi.org/10.5509/2013863569,NA,NA,Article,10.5509/2013863569,0030-851X,NA,86,3,569,590,NA,NA,NA,NA,NA,"Since 2004, India has introduced a series of progressive national bills that enact a right to new civic entitlements, ranging from information, work and education to forest conservation, food and basic public services. What explains the emergence of these laws? How are the rights conceived by these acts conceptualized, operationalized and pursued? What are the promises, challenges and risks legal, political and economic of enshrining socioeconomic entitlements as formal statutory rights? This paper engages these questions. In part 1, I argue that three slow-burning processes since the 1980s, distinct yet related, catalyzed India's new rights agenda: high socio-legal activism, rapid uneven development and the expanding popular foundations of its federal parliamentary democracy. Significantly, all three processes exposed the growing nexus between political corruption and socioeconomic inequality. Equally, however, each raised popular expectations for greater social justice that were only partly met. Part 2 of the paper evaluates India's new rights agenda. The promise of these new laws is threefold: they breach the traditional division of civil, political and socioeconomic rights, devise innovative governance mechanisms that enable citizens to see the state and provide fresh incentives for new political coalitions to emerge across state and society. Several risks exist, however. Official political resistance from above and below, the limited capacities of judicial actors, state bureaucracies and social forces and the relatively narrow base of many of these new movements endanger the potential of these reforms. The paper concludes by considering several imperatives that India's evolving rights movement must confront to realize its ambition.",NA,NA,webofscience,"india's new rights agenda: genesis, promises, risks",paper_820
423,149,"R Astuti, A McGregor",Indigenous land claims or green grabs? Inclusions and exclusions within forest carbon politics in Indonesia,1,2017,The Journal of Peasant Studies,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/03066150.2016.1197908,"https://scholar.google.com/scholar?cites=2879582707254075501&as_sdt=2005&sciodt=0,5&hl=en",325,NA,10.1080/03066150.2016.1197908,NA,NA,NA,NA,NA,NA,149,18.63,75,2,8,… land claims; the development of the Reducing Emissions from Forest Degradation and Deforestation Plus (REDD+) forest carbon programme; and a national initiative known as One-…,https://www.academia.edu/download/48354616/Indigenous_land_claims_or_green_grabs_Inclusions_and_exclusions_within_forest_carbon_politics_in_Indonesia1.pdf,"https://scholar.google.com/scholar?q=related:baA8LzdV9icJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,indigenous land claims or green grabs? inclusions and exclusions within forest carbon politics in indonesia,paper_821
424,153,L Downey,"Inequality, democracy, and the environment",1,2015,NA,books.google.com,https://books.google.com/books?hl=en&lr=&id=0-cWCgAAQBAJ&oi=fnd&pg=PP9&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=pxiSY30W3A&sig=sPrN8tXyxVJIIqMKuOOxByj3sDA,"https://scholar.google.com/scholar?cites=4546779128477271373&as_sdt=2005&sciodt=0,5&hl=en",236,BOOK,NA,NA,NA,NA,NA,NA,NA,153,15.3,153,1,10,"… and environmental crises, including economic under-development, widespread poverty and hunger, lack of safe drinking water for one-sixth of the world’s population, deforestation, …",NA,"https://scholar.google.com/scholar?q=related:TUUMCYdnGT8J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"inequality, democracy, and the environment",paper_825
425,17,"F Sedano, A Mizu-Siampale, L Duncanson, M Liang",Influence of charcoal production on forest degradation in Zambia: a remote sensing perspective,0,2022,Remote Sensing,mdpi.com,https://www.mdpi.com/2072-4292/14/14/3352,"https://scholar.google.com/scholar?cites=1580144568564090055&as_sdt=2005&sciodt=0,5&hl=en",522,HTML,NA,NA,NA,NA,NA,NA,NA,17,5.67,4,4,3,… as a direct driver of forest degradation and suggest that forest degradation resulting from … has surpassed deforestation due to agricultural expansion as the main tree cover loss process …,https://www.mdpi.com/2072-4292/14/14/3352,"https://scholar.google.com/scholar?q=related:x4QG9xzN7RUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,influence of charcoal production on forest degradation in zambia: a remote sensing perspective,paper_826
426,0,"K Berliani, E Jumilawaty, K Nurtjahja…","Information Boards as Forest Conservation Campaign in Bahorok Research Center, Langkat Regency, North Sumatera Utara, Indonesia",0,2024,ABDIMAS TALENTA …,talenta.usu.ac.id,https://talenta.usu.ac.id/abdimas/article/view/16643,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,1,"… in various conservation campaign, one of … of deforestation, and sustainable ways of utilizing forest resources. They can learn about forest ecology, the negative impacts of deforestation, …",https://jocai.usu.ac.id/abdimas/article/download/16643/7995,"https://scholar.google.com/scholar?q=related:meZuNR8jrO4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"information boards as forest conservation campaign in bahorok research center, langkat regency, north sumatera utara, indonesia",paper_829
427,10,T. Vasiljevic,Insights into sources and occurrence of oxy- and nitro-PAHs in the alberta oil sands region using a network of passive air samplers,0,2021,Environmental Pollution,NA,https://api.elsevier.com/content/article/eid/1-s2.0-S0269749121010952,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85107656308&origin=inward,45,Article,10.1016/j.envpol.2021.117513,0269-7491,https://api.elsevier.com/content/abstract/scopus_id/85107656308,286,NA,NA,NA,10,2.5,10,1,4,NA,NA,NA,scopus,insights into sources and occurrence of oxy- and nitro-pahs in the alberta oil sands region using a network of passive air samplers,paper_832
428,0,"IE Bogetvedt, MJ Hauge",Institutions and deforestation in the Brazilian amazon: a geographic regression discontinuity analysis,1,2017,NA,openaccess.nhh.no,https://openaccess.nhh.no/nhh-xmlui/bitstream/handle/11250/2486941/masterthesis.PDF?sequence=1,NA,452,PDF,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,8,"… The corruption effect accounts for all the observed increase in deforestation during and after elections. In resemblance to Cisneros et al. (2013), Pailler (2016) rationalises this finding by …",https://openaccess.nhh.no/nhh-xmlui/bitstream/handle/11250/2486941/masterthesis.PDF?sequence=1,"https://scholar.google.com/scholar?q=related:MpHBDxRrplIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,institutions and deforestation in the brazilian amazon: a geographic regression discontinuity analysis,paper_834
429,890,"M Bhattarai, M Hammig","Institutions and the environmental Kuznets curve for deforestation: a crosscountry analysis for Latin America, Africa and Asia",1,2001,World development,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305750X01000195,"https://scholar.google.com/scholar?cites=17939514536982333706&as_sdt=2005&sciodt=0,5&hl=en",153,NA,NA,NA,NA,NA,NA,NA,NA,890,37.08,445,2,24,… affect the tropical deforestation process. Improvements in political institutions and governance significantly reduce deforestation. The factors leading to deforestation differ across regions…,https://www.academia.edu/download/71544658/s0305-750x_2801_2900019-520211006-4776-otgcw1.pdf,"https://scholar.google.com/scholar?q=related:CsnJe2z19fgJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"institutions and the environmental kuznets curve for deforestation: a crosscountry analysis for latin america, africa and asia",paper_836
430,5,F Kilahama,Integrated fire management and reduced emissions through deforestation and degradation program (REDD PLUS),0,2011,Proceedings of the 5th International Wildland Fire …,fao.org,https://www.fao.org/4/am663e/am663e00.pdf#page=17,"https://scholar.google.com/scholar?cites=17871377905904123554&as_sdt=2005&sciodt=0,5&hl=en",654,PDF,NA,NA,NA,NA,NA,NA,NA,5,0.36,5,1,14,"… deforestation and forest degradation, and includes the role of conservation, sustainable management of forests and enhancement of forest carbon … deforestation and forest degradation …",https://www.fao.org/4/am663e/am663e00.pdf#page=17,"https://scholar.google.com/scholar?q=related:ov4t0ITjA_gJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,integrated fire management and reduced emissions through deforestation and degradation program (redd plus),paper_837
431,0,"WZ Lim, E Håvarstein",Intergovernmental transfers in brazil: corruption and deforestation,1,2019,NA,openaccess.nhh.no,https://openaccess.nhh.no/nhh-xmlui/handle/11250/2609470,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,6,This paper investigates the effect of additional governmental transfers on several different measures of deforestation for the years between 1997 and 2016. We use comprehensive …,https://openaccess.nhh.no/nhh-xmlui/bitstream/handle/11250/2609470/masterthesis.PDF?sequence=1&isAllowed=y,"https://scholar.google.com/scholar?q=related:s01NXWlYaf0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,intergovernmental transfers in brazil: corruption and deforestation,paper_839
432,1,J. Kewlani,Interpretation of Environmental Issues in Punjab- Understanding the need for the Environmental Values Surveys,0,2023,Indian Journal of Environmental Protection,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85168980272&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85168980272&origin=inward,100,Article,NA,0253-7141,https://api.elsevier.com/content/abstract/scopus_id/85168980272,43,7,612,621,1,0.5,1,1,2,NA,NA,NA,scopus,interpretation of environmental issues in punjab- understanding the need for the environmental values surveys,paper_842
433,13,J.A. Hubbell,Introduction to the Environmental Humanities,0,2021,Introduction to the Environmental Humanities,NA,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131030252&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131030252&origin=inward,31,Book,10.4324/9781351200356,NA,https://api.elsevier.com/content/abstract/scopus_id/85131030252,NA,NA,1,289,13,3.25,13,1,4,NA,NA,NA,scopus,introduction to the environmental humanities,paper_844
434,56,"RL Bryant, MJG Parnwell","Introduction: Politics, sustainable development and environmental change in South-East Asia",0,2005,Environmental Change in South-East …,taylorfrancis.com,https://www.taylorfrancis.com/chapters/oa-edit/10.4324/9780203983003-1/introduction-raymond-bryant-michael-parnwell,"https://scholar.google.com/scholar?cites=9623973249810474312&as_sdt=2005&sciodt=0,5&hl=en",913,NA,10.4324/9780203983003-1,NA,NA,NA,NA,NA,NA,56,2.8,28,2,20,"… massive reforestation campaign. In doing so, however, it has prompted the creation of a vocal anti-plantation movement that condemns plantations as being ecologically destructive and …",https://api.taylorfrancis.com/content/chapters/oa-edit/download?identifierName=doi&identifierValue=10.4324/9780203983003-1&type=chapterpdf,"https://scholar.google.com/scholar?q=related:SKXQQq44j4UJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,"introduction: politics, sustainable development and environmental change in south-east asia",paper_845
435,167,D Suzuki,Inventing the future,0,1990,NA,philpapers.org,https://philpapers.org/rec/SUZITF,"https://scholar.google.com/scholar?cites=10503650587671979120&as_sdt=2005&sciodt=0,5&hl=en",965,NA,NA,NA,NA,NA,NA,NA,NA,167,4.77,167,1,35,"Reflections on Science, technology and nature-the pain of animals-genetics and society-our fragile democracy-dancing on racism's grave; The lesson of Japan-the prostitution of …",NA,"https://scholar.google.com/scholar?q=related:cOQCC492xJEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,inventing the future,paper_846
436,2,"M Nepal, AK Bohara, RP Berrens",Investigating the impact of social networks on household forest conservation effort in rural Nepal,0,2005,NA,digitalrepository.unm.edu,https://digitalrepository.unm.edu/nsc_research/12/?sequence=1,"https://scholar.google.com/scholar?cites=14334906108285646296&as_sdt=2005&sciodt=0,5&hl=en",694,NA,NA,NA,NA,NA,NA,NA,NA,2,0.1,1,3,20,"… forest conservation activity in rural Nepal. To do so, we investigate a specific household-level forest conservation … This system was overthrown in 1950 in favor of multi-party democracy. …",https://digitalrepository.unm.edu/cgi/viewcontent.cgi?article=1011&context=nsc_research,"https://scholar.google.com/scholar?q=related:2HXx6CfR78YJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,investigating the impact of social networks on household forest conservation effort in rural nepal,paper_847
437,0,R.M. Ndonbou,Involvement of soil erosion processes in the development of landslides in the locality of Echiock (West Cameroon),0,2024,"Advanced Tools for Studying Soil Erosion Processes: Erosion Modelling, Soil Redistribution Rates, Advanced Analysis, and Artificial Intelligence",NA,https://api.elsevier.com/content/article/eid/3-s2.0-B9780443222627000023,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85205193905&origin=inward,46,Book Chapter,10.1016/B978-0-443-22262-7.00002-3,NA,https://api.elsevier.com/content/abstract/scopus_id/85205193905,NA,NA,471,483,0,0,0,1,1,NA,NA,NA,scopus,involvement of soil erosion processes in the development of landslides in the locality of echiock (west cameroon),paper_850
438,111,"S Mukherjee, D Chakraborty",Is environmental sustainability influenced by socioeconomic and sociopolitical factors? Cross‐country empirical evidence,1,2013,Sustainable Development,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/sd.502,"https://scholar.google.com/scholar?cites=14536180867522658579&as_sdt=2005&sciodt=0,5&hl=en",831,NA,10.1002/sd.502,NA,NA,NA,NA,NA,NA,111,9.25,56,2,12,"… : although political democracy does decrease particulate emissions, both deforestation and … The ambiguity in the relationship between democracy and the environment has also been …","https://scholar.google.com/scholar?output=instlink&q=info:E4GEp3vjuskJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=15610354701640356498&oi=lle","https://scholar.google.com/scholar?q=related:E4GEp3vjuskJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google,is environmental sustainability influenced by socioeconomic and sociopolitical factors? cross‐country empirical evidence,paper_852
