Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
18,"Y Rochmayanto, DR Nurrochmat, B Nugroho…","Devolution of forest management to local communities and its impacts on livelihoods and deforestation in Berau, Indonesia",2023,Heliyon,cell.com,https://www.cell.com/heliyon/fulltext/S2405-8440(23)03322-4,"https://scholar.google.com/scholar?cites=5034210558258131296&as_sdt=2005&sciodt=0,5&hl=en",346,HTML,,,,,,,,18,9,5,4,2,"… that influence reducing deforestation and focuses on two … to deforestation. The forest governance systems, including rules that determine property rights, can promote forest conservation …",https://www.cell.com/heliyon/fulltext/S2405-8440(23)03322-4,"https://scholar.google.com/scholar?q=related:YDF_kdQb3UUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
107,B Tilt,Smallholders and the 'household responsibility system': adapting to institutional change in Chinese agriculture,2008,Human Ecology,Springer,https://link.springer.com/article/10.1007/s10745-007-9127-4,"https://scholar.google.com/scholar?cites=16302767598998043498&as_sdt=2005&sciodt=0,5&hl=en",403,,10.1007/s10745-007-9127-4,,,,,,,107,6.29,107,1,17,… reforestation campaign. Winter wheat is sometimes sown on paddy lands in a sequential cropping pattern and harvested prior to the summer rice season; the practice is not widespread …,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=eb86d22fd77578c72e07e1c8848a50d36a57f62c,"https://scholar.google.com/scholar?q=related:arsGasEQP-IJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
5,"H Almanza-Alcalde, P Satyal, E Corbera…",Participatory injustice in Mexico's Readiness process to Reduce Emissions from Deforestation and forest Degradation (REDD+),2022,Human Ecology,Springer,https://link.springer.com/article/10.1007/s10745-021-00280-7,"https://scholar.google.com/scholar?cites=770745757962648215&as_sdt=2005&sciodt=0,5&hl=en",741,HTML,10.1007/s10745-021-00280-7,,,,,,,5,1.67,1,4,3,… for Reducing Emissions from Deforestation and forest Degradation and sustainable management … REDD + is aimed at incentivizing forest conservation and management in developing …,https://link.springer.com/article/10.1007/s10745-021-00280-7,"https://scholar.google.com/scholar?q=related:l7qA6y49sgoJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
45,"PA Walker, PE Peters",Making sense in time: remote sensing and the challenges of temporal heterogeneity in social analysis of environmental change—cases from Malawi,2007,Human Ecology,Springer,https://link.springer.com/article/10.1007/s10745-006-9082-5,"https://scholar.google.com/scholar?cites=16489067129663416323&as_sdt=2005&sciodt=0,5&hl=en",874,,10.1007/s10745-006-9082-5,,,,,,,45,2.5,23,2,18,"… of deforestation prior to Independence, we saw no way to isolate the rate of deforestation … were taken after the peak period of deforestation resulting from the ‘democracy’ free-for-all. …","https://scholar.google.com/scholar?output=instlink&q=info:A2goDTHv1OQJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=10684666640511508188&oi=lle","https://scholar.google.com/scholar?q=related:A2goDTHv1OQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
115,DE Austin,"Partnerships, not projects! Improving the environment through collaborative research and action",2004,Human Organization,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.17730/humo.63.4.v7x1t5mwqfl1xl3v,"https://scholar.google.com/scholar?cites=17995968964007404934&as_sdt=2005&sciodt=0,5&hl=en",811,,10.17730/humo.63.4.v7x1t5mwqfl1xl3v,,,,,,,115,5.48,115,1,21,"… reforestation campaign, they raised the question of water. The government officials tried to tell them that the campaign … The partnership was organized to address reforestation, but as we …",https://air.arizona.edu/sites/default/files/2023-02/DEIJ_Austin-2004.pdf,"https://scholar.google.com/scholar?q=related:hqWdEG2GvvkJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
137,"NP Gleditsch, BO Sverdrup",Democracy and the Environment1,2002,Human security and the environment …,elgaronline.com,https://www.elgaronline.com/downloadpdf/edcollbook/1840644583.pdf#page=51,"https://scholar.google.com/scholar?cites=6086518745531017260&as_sdt=2005&sciodt=0,5&hl=en",434,,,,,,,,,137,5.96,69,2,23,"… The variable is reversed, that is, we measure lack of deforestation rather than deforestation, low rather than high climate gas emissions and so on. The first column gives correlation …",,"https://scholar.google.com/scholar?q=related:LOghIo2od1QJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
89,"AS Mather, CL Needle, J Fairbairn",The human drivers of global land cover change: the case of forests,1998,Hydrological processes,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1099-1085(19981030)12:13/14%3C1983::AID-HYP713%3E3.0.CO;2-M,"https://scholar.google.com/scholar?cites=2613174415994020502&as_sdt=2005&sciodt=0,5&hl=en",598,,10.1002/(SICI)1099-1085(19981030)12:13/14%3C1983::AID-HYP713%3E3.0.CO;2-M,,,,,,,89,3.3,30,3,27,"… The literature is replete with descriptions of deforestation (and to a lesser extent of reforestation), set at various scales from the continental to the local, but attempts to model trends …",https://www.academia.edu/download/55140315/_28sici_291099-1085_2819981030_2912_3A13_2F14_3C1983_3A_3Aaid-hyp713_3E3.0.co_3B2-m20171128-25817-10qrexk.pdf,"https://scholar.google.com/scholar?q=related:lmJ2QUncQyQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
45,"AA Ibrahim, L Cheri","Democracy, political instability and the African crisis of underdevelopment",2013,"Ibrahim, AA and Cheri, Lawan (2013). Journal …",jppg.thebrpi.org,https://jppg.thebrpi.org/journals/jppg/Vol_1_No_1_December_2013/6.pdf,"https://scholar.google.com/scholar?cites=7056776758324631147&as_sdt=2005&sciodt=0,5&hl=en",902,PDF,,,,,,,,45,3.75,23,2,12,"This paper examines democracy, political instability and the crisis of underdevelopment in Africa. The paper using available sources of data and predicated on modernization theory …",https://jppg.thebrpi.org/journals/jppg/Vol_1_No_1_December_2013/6.pdf,"https://scholar.google.com/scholar?q=related:axYswxK17mEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
4,DP Boudjikanian,Armenian independence and deforestation,2006,ICE case studies,ace.aua.am,https://ace.aua.am/files/2019/05/2006-Armenian-Independence-and-Deforestation-ICE.pdf,"https://scholar.google.com/scholar?cites=4047840016818513523&as_sdt=2005&sciodt=0,5&hl=en",565,PDF,,,,,,,,4,0.21,4,1,19,… the acceleration of the deforestation rate. This situation caused deforestation to become one of … Seeks to build peace and democracy through free and fair media in several regions of the …,https://ace.aua.am/files/2019/05/2006-Armenian-Independence-and-Deforestation-ICE.pdf,"https://scholar.google.com/scholar?q=related:cyYUhgzRLDgJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
97,"R Hiraldo, T Tanner",Forest voices: competing narratives over REDD+,2011,IDS bulletin,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1759-5436.2011.00221.x,"https://scholar.google.com/scholar?cites=10907522192234892254&as_sdt=2005&sciodt=0,5&hl=en",676,,10.1111/j.1759-5436.2011.00221.x,,,,,,,97,6.93,49,2,14,"… deforestation, forest degradation and enhancement of carbon stock (UNFCCC 2009). The creation of REDD+ is now linked to the recent introduction and acceptance of forestry actions …",https://eprints.soas.ac.uk/31351/1/Hiraldo_et_al-2011-IDS_Bulletin.pdf,"https://scholar.google.com/scholar?q=related:3svZr6RNX5cJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
96,"J Reiche, CM Souza, DH Hoekman…",Feature level fusion of multi-temporal ALOS PALSAR and Landsat data for mapping and monitoring of tropical deforestation and forest degradation,2013,IEEE Journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6463466/,"https://scholar.google.com/scholar?cites=15353145000652353825&as_sdt=2005&sciodt=0,5&hl=en",412,,,,,,,,,96,8,24,4,12,"… information but shows limited capacity to identify forest degradation. … land cover and detecting deforestation and forest degradation, respectively. Deforestation and degradation rates of …",https://ieeexplore.ieee.org/iel7/4609443/6605551/06463466.pdf,"https://scholar.google.com/scholar?q=related:IbHynAhUEdUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
81,"N Labriere, S Tao, J Chave, K Scipal…",In Situ Reference Datasets From the TropiSAR and AfriSAR Campaigns in Support of Upcoming Spaceborne Biomass Missions,2018,IEEE Journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8417912/,"https://scholar.google.com/scholar?cites=13676216777755642705&as_sdt=2005&sciodt=0,5&hl=en",674,,,,,,,,,81,11.57,16,5,7,"… forest carbon stock mapping and reduce uncertainty in the carbon fluxes due to deforestation, forest degradation, … in French Guiana during the 2009 TropiSAR campaign [22], and more …",https://ieeexplore.ieee.org/iel7/4609443/8493483/08417912.pdf,"https://scholar.google.com/scholar?q=related:UctcHbOuy70J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
170,"WS Walker, CM Stickler, JM Kellndorfer…",Large-area classification and mapping of forest and land cover in the Brazilian Amazon: A comparative analysis of ALOS/PALSAR and Landsat data sources,2010,IEEE Journal of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/5623307/,"https://scholar.google.com/scholar?cites=13390266481326449812&as_sdt=2005&sciodt=0,5&hl=en",699,,,,,,,,,170,11.33,43,4,15,"… reducing greenhouse gas emissions from deforestation and forest degradation (REDD). A … , due to deforestation) that had occurred between the time of the field campaign (summer 2006…",https://ieeexplore.ieee.org/iel5/4609443/5658191/05623307.pdf,"https://scholar.google.com/scholar?q=related:lGRIi2vI07kJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
219,"DH Hoekman, MJ Quiñones",Land cover type and biomass classification using AirSAR data for evaluation of monitoring scenarios in the Colombian Amazon,2002,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/841998/,"https://scholar.google.com/scholar?cites=16729451242545112070&as_sdt=2005&sciodt=0,5&hl=en",808,,,,,,,,,219,9.52,110,2,23,"… accurately monitor processes of deforestation, land and forest degradation, and secondary … in 1990, airborne radar data acquired during the SAREX campaign of ESA in 1992 [12], [13], …","https://scholar.google.com/scholar?output=instlink&q=info:BmQex0TzKugJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=5971511152418879195&oi=lle","https://scholar.google.com/scholar?q=related:BmQex0TzKugJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
5,"H Balzter, C Rowland, R Milne, O Stebler…",Potential of polarimetric SAR interferometry for forest carbon accounting,2003,IGARSS 2003. 2003 …,researchgate.net,https://www.researchgate.net/profile/Terence-Dawson-3/publication/242043040_Potential_of_Polarimetric_SAR_Interferometry_for_Forest_Carbon_Accounting/links/54f678260cf27d8ed71dc7fb/Potential-of-Polarimetric-SAR-Interferometry-for-Forest-Carbon-Accounting.pdf,"https://scholar.google.com/scholar?cites=7857621514956447939&as_sdt=2005&sciodt=0,5&hl=en",188,PDF,,,,,,,,5,0.23,1,5,22,The main limitation in the application of spaceborne SAR to large-scale forest biomass mapping is the variability in canopy structure and vegetation density. Polarimetric SAR …,https://www.researchgate.net/profile/Terence-Dawson-3/publication/242043040_Potential_of_Polarimetric_SAR_Interferometry_for_Forest_Carbon_Accounting/links/54f678260cf27d8ed71dc7fb/Potential-of-Polarimetric-SAR-Interferometry-for-Forest-Carbon-Accounting.pdf,"https://scholar.google.com/scholar?q=related:wyBy6iLhC20J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
1,"M Bottani, L Ferro-Famil, S Mermoz…",A statistical method for near real-time deforestation monitoring using time series of sentinel-1 images,2024,IGARSS 2024-2024 …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10641547/,"https://scholar.google.com/scholar?cites=6227811382863045615&as_sdt=2005&sciodt=0,5&hl=en",90,,,,,,,,,1,1,0,4,1,"… Each new observation contributes to the probability of deforestation occurrence, utilizing … existing operational deforestation monitoring systems. The validation campaign revealed that …",https://www.tesa.prd.fr/documents/26/igarss_24_paper.pdf,"https://scholar.google.com/scholar?q=related:76Ov03ShbVYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
0,"M Abdullah, MP Mamat, TMT Ibrahim, FNT Hussain…",MEASURING PUBLIC PREFERENCES ON FOREST CONSERVATION: A CHOICE EXPERIMENT APPROACH,,ijafp.org,,https://ijafp.org/wp-content/uploads/2020/11/KLIAFP10_107.pdf,,838,PDF,,,,,,,,0,0,0,5,,This paper presents an application of a choice experiment (CE) measuring public preferences towards forest conservation specifically at state of Kelantan. Choice experiment is an …,https://ijafp.org/wp-content/uploads/2020/11/KLIAFP10_107.pdf,"https://scholar.google.com/scholar?q=related:HczUE2qygX4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
0,C Flaherty,ANTI-DEFORESTATION POLICY UNDER BOLSONARO AND WIDODO,,ILLUSTRATIO ILLUSTRATIO,able.adelaide.edu.au,https://able.adelaide.edu.au/socialsciences/ua/media/247/issue-1-global-environmental-politics.pdf#page=28,,84,PDF,,,,,,,,0,0,0,1,,"… This paper compares the deforestation policies of two incumbent … that, while they spoke on deforestation in vastly different ways, their … The few anti-deforestation policies that have been …",https://able.adelaide.edu.au/socialsciences/ua/media/247/issue-1-global-environmental-politics.pdf#page=28,"https://scholar.google.com/scholar?q=related:XfTaxv-eDvAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
0,"F Juliastica, A Akim, T Rezasyah",Case Study Of Forest Conversion Into Palm Oil Land In Indonesia From An Environmental Security View,2024,Innovative: Journal Of Social …,j-innovative.org,https://j-innovative.org/index.php/Innovative/article/view/13461,,558,,,,,,,,,0,0,0,3,1,"… The author limits the case to the issue of forest conversion, often referred to as deforestation, into oil … Therefore, this article discusses forest conversion that occurs in Indonesia from an …",https://j-innovative.org/index.php/Innovative/article/download/13461/9222,"https://scholar.google.com/scholar?q=related:bt0vq_OKVuQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
4,A Arif,"The Role of Greenhouse Gases, Aerosols, and Deforestation in Climate Change: a Multidisciplinary Assessment of the Interaction Mechanisms between Human …",2024,Int J Med Net,researchgate.net,https://www.researchgate.net/profile/Abderrazak-Arif/publication/378901783_The_Role_of_Greenhouse_Gases_Aerosols_and_Deforestation_in_Climate_Change_a_Multidisciplinary_Assessment_of_the_Interaction_Mechanisms_between_Human_Activity_and_the_Environment/links/65f0bbc1c05fd26880047ef7/The-Role-of-Greenhouse-Gases-Aerosols-and-Deforestation-in-Climate-Change-a-Multidisciplinary-Assessment-of-the-Interaction-Mechanisms-between-Human-Activity-and-the-Environment.pdf,"https://scholar.google.com/scholar?cites=16332880748893523794&as_sdt=2005&sciodt=0,5&hl=en",615,PDF,,,,,,,,4,4,4,1,1,"… The direct link between human activity and the environment is represented by the interaction mechanisms between anthropogenic factors such as urbanization, deforestation, …",https://www.researchgate.net/profile/Abderrazak-Arif/publication/378901783_The_Role_of_Greenhouse_Gases_Aerosols_and_Deforestation_in_Climate_Change_a_Multidisciplinary_Assessment_of_the_Interaction_Mechanisms_between_Human_Activity_and_the_Environment/links/65f0bbc1c05fd26880047ef7/The-Role-of-Greenhouse-Gases-Aerosols-and-Deforestation-in-Climate-Change-a-Multidisciplinary-Assessment-of-the-Interaction-Mechanisms-between-Human-Activity-and-the-Environment.pdf,"https://scholar.google.com/scholar?q=related:Uk-dfIEMquIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
406,AS Sambo,Strategic developments in renewable energy in Nigeria,2009,International Association for Energy Economics,academia.edu,https://www.academia.edu/download/30924563/309sambo.pdf,"https://scholar.google.com/scholar?cites=14173765083876298654&as_sdt=2005&sciodt=0,5&hl=en",956,PDF,,,,,,,,406,25.38,406,1,16,"… The rate of deforestation is about 350,000 hectares per year, … , whereas reforestation is only at about 10% of the deforestation … IAEE’s Member Get a Member campaign was a smashing …",https://www.academia.edu/download/30924563/309sambo.pdf,"https://scholar.google.com/scholar?q=related:ng9Iej9Us8QJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
151,D Humphreys,The politics of Avoided Deforestation: Historical context and contemporary issues,2008,International Forestry Review,ingentaconnect.com,https://www.ingentaconnect.com/content/cfa/ifr/2008/00000010/00000003/art00004,"https://scholar.google.com/scholar?cites=13335101501290594542&as_sdt=2005&sciodt=0,5&hl=en",25,,,,,,,,,151,8.88,151,1,17,… deforestation’ (RED) and has been further broadened to include forest degradation: ‘reducing emissions from deforestation … The expression ‘avoided deforestation’ is used throughout …,https://www.ingentaconnect.com/contentone/cfa/ifr/2008/00000010/00000003/art00004?crawler=true,"https://scholar.google.com/scholar?q=related:7kA0vCnMD7kJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
135,"CP Hansen, JF Lund, T Treue","Neither fast, nor easy: the prospect of reduced emissions from deforestation and degradation (REDD) in Ghana",2009,International Forestry Review,ingentaconnect.com,https://www.ingentaconnect.com/content/cfa/ifr/2009/00000011/00000004/art00002,"https://scholar.google.com/scholar?cites=13082611899286282956&as_sdt=2005&sciodt=0,5&hl=en",288,,,,,,,,,135,8.44,45,3,16,"… deforestation and degradation and finds that these processes are driven by multiple underlying causes. The paper goes on to argue that the causes of deforestation … forest conservation, …",https://www.academia.edu/download/81573234/Hansen_et_al.pdf,"https://scholar.google.com/scholar?q=related:zOJBLzXGjrUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
416,AS Mather,Recent Asian forest transitions in relation to foresttransition theory,2007,International Forestry Review,ingentaconnect.com,https://www.ingentaconnect.com/content/cfa/ifr/2007/00000009/00000001/art00002,"https://scholar.google.com/scholar?cites=8416857206735260647&as_sdt=2005&sciodt=0,5&hl=en",386,,,,,,,,,416,23.11,416,1,18,"… China, India and Viet Nam have recently experienced forest transitions from net deforestation to net reforestation as many European countries and US states underwent in the past. An …","https://scholar.google.com/scholar?output=instlink&q=info:50uk_AivznQJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=16377219499303540769&oi=lle","https://scholar.google.com/scholar?q=related:50uk_AivznQJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
118,"AL Meyer, GC Van Kooten…","Institutional, social and economic roots of deforestation: a cross-country comparison",2003,International Forestry …,ingentaconnect.com,https://www.ingentaconnect.com/content/cfa/ifr/2003/00000005/00000001/art00004,"https://scholar.google.com/scholar?cites=3493709245323715096&as_sdt=2005&sciodt=0,5&hl=en",233,,,,,,,,,118,5.36,39,3,22,"… to examine the relationship between deforestation and economic, … are significantly related to deforestation, although there is no … roles of social and institutional factors in deforestation. …",https://www.researchgate.net/profile/Gerrit-Van-Kooten/publication/40126910_Institutional_social_and_economic_roots_of_deforestation_A_cross-country_comparison/links/5c7ff78e458515831f8b0276/Institutional-social-and-economic-roots-of-deforestation-A-cross-country-comparison.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail,"https://scholar.google.com/scholar?q=related:GKIEVAwmfDAJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025"
