"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL","source_dataset","title_lower","unique_id"
"688",26,"D Kaimowitz","Forestry assistance and tropical deforestation: why the public doesn't get what it pays for",2000,"The International Forestry Review","JSTOR","https://www.jstor.org/stable/42609314","https://scholar.google.com/scholar?cites=14840418239049114532&as_sdt=2005&sciodt=0,5&hl=en",199,NA,NA,NA,NA,NA,NA,NA,NA,26,1.04,26,1,25,"… to curb tropical deforestation. Around the same time, other environmental NGOs initiated a big campaign to halt World Bank lending for projects that provoked deforestation. Thanks to …","https://www.cifor-icraf.org/publications/pdf_files/articles/AKaimowitz0001.pdf","https://scholar.google.com/scholar?q=related:pCPAsMLB880J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","forestry assistance and tropical deforestation: why the public doesn't get what it pays for","paper_688"
"689",216,"S Barraclough, K Ghimire","Forests and livelihoods: the social dynamics of deforestation in developing countries",1995,NA,"books.google.com","https://books.google.com/books?hl=en&lr=&id=CK2GDAAAQBAJ&oi=fnd&pg=PP1&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=ud8wKxT9uw&sig=7kMOW9elsBnAy0JXnCfW-DFZC1o","https://scholar.google.com/scholar?cites=7817702724020447757&as_sdt=2005&sciodt=0,5&hl=en",285,"BOOK",NA,NA,NA,NA,NA,NA,NA,216,7.2,108,2,30,"… the generous financial support of the Swedish Agency for Research Cooperation with the Developing Countries (SAREC) for the research project on the social dynamics of deforestation…",NA,"https://scholar.google.com/scholar?q=related:DarXIDUPfmwJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","forests and livelihoods: the social dynamics of deforestation in developing countries","paper_689"
"690",0,"K BOAHENE","Forests and Livelihoods: the social dynamics of deforestation in developing countries by Solon L. Barraclough and Krishna B. Ghimire. Basingstoke and London …",1997,"The Journal of Modern African Studies","cambridge.org","https://www.cambridge.org/core/journals/journal-of-modern-african-studies/article/forests-and-livelihoods-the-social-dynamics-of-deforestation-in-developing-countries-by-solon-l-barraclough-and-krishna-b-ghimire-basingstoke-and-london-macmillan-press-in-association-with-unrisd-new-york-st-martins-press-1995-pp-xiv259-1499-paperback/54D1E6897666F8CA350F804760FC34F8",NA,248,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,28,"… enthusiasm about spreading democracy in Africa, … deforestation might have been sought by the authors. Their lengthy anthropological analysis of the various processes of deforestation, …","https://scholar.google.com/scholar?output=instlink&q=info:hkrGVrGRL0oJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=15738569097666295362&oi=lle","https://scholar.google.com/scholar?q=related:hkrGVrGRL0oJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","forests and livelihoods: the social dynamics of deforestation in developing countries by solon l. barraclough and krishna b. ghimire. basingstoke and london …","paper_690"
"691",199,"A Kolk","Forests in international environmental politics: international organisations, NGOs and the Brazilian Amazon.",1996,NA,"cabidigitallibrary.org","https://www.cabidigitallibrary.org/doi/full/10.5555/19970605417","https://scholar.google.com/scholar?cites=2179087073756199364&as_sdt=2005&sciodt=0,5&hl=en",588,"BOOK","10.5555/19970605417",NA,NA,NA,NA,NA,NA,199,6.86,199,1,29,"… deforestation, its extent and assessment, in the context of Brazil, where there has been an absence of a clear direct relationship between the causes of deforestation (eg, … the campaign …",NA,"https://scholar.google.com/scholar?q=related:xDni9SWsPR4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","forests in international environmental politics: international organisations, ngos and the brazilian amazon.","paper_691"
"692",1,"N. Baird","Forests of hope: Papua New Guinea. Saying ""No"" to Asian loggers.",1996,"People &amp; the planet / IPPF, UNFPA, IUCN",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0030307623&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0030307623&origin=inward",38,"Article",NA,"0968-1655","https://api.elsevier.com/content/abstract/scopus_id/0030307623",5,"4",26,"27",1,0.03,1,1,29,NA,NA,NA,"scopus","forests of hope: papua new guinea. saying ""no"" to asian loggers.","paper_692"
"693",96,"F Seymour","Forests, climate change, and human rights: Managing risk and tradeoffs",2008,"CIFOR, Bogor, Indonesia","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b4d72969e05ae973fe82d6f9d22fb659215baca5","https://scholar.google.com/scholar?cites=2590617779039985721&as_sdt=2005&sciodt=0,5&hl=en",870,"PDF",NA,NA,NA,NA,NA,NA,NA,96,5.65,96,1,17,"… Fourth, deforestation and forest degradation are a significant source of the GHG emissions that drive climate change, and are among those that can be mitigated at relatively low …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b4d72969e05ae973fe82d6f9d22fb659215baca5","https://scholar.google.com/scholar?q=related:OWB99CS58yMJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","forests, climate change, and human rights: managing risk and tradeoffs","paper_693"
"694",198,"D Brockington","Forests, community conservation, and local government performance: The village forest reserves of Tanzania",2007,"Society and Natural Resources","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/08941920701460366","https://scholar.google.com/scholar?cites=6358149662794228011&as_sdt=2005&sciodt=0,5&hl=en",859,NA,"10.1080/08941920701460366",NA,NA,NA,NA,NA,NA,198,11,198,1,18,"… In 32 cases the deforestation rate was between 0.1 and 14% … -thirds experienced significant deforestation within 50 km of … It is problematic to infer our own ideals of “working democracy…","https://scholar.google.com/scholar?output=instlink&q=info:K6Geb26vPFgJ:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=39859133865657103&oi=lle","https://scholar.google.com/scholar?q=related:K6Geb26vPFgJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","forests, community conservation, and local government performance: the village forest reserves of tanzania","paper_694"
"695",93,"T Forsyth, T Sikor","Forests, development and the globalisation of justice",2013,"The Geographical Journal","Wiley Online Library","https://rgs-ibg.onlinelibrary.wiley.com/doi/abs/10.1111/geoj.12006","https://scholar.google.com/scholar?cites=15473568666239433945&as_sdt=2005&sciodt=0,5&hl=en",892,NA,"10.1111/geoj.12006",NA,NA,NA,NA,NA,NA,93,7.75,47,2,12,"… Much recent forest policy, for example, emphasises forest carbon stocks and the benefits to … considered an important tenet of liberal democracy. Rawls operationalised this approach …","https://www.researchgate.net/profile/Tim-Forsyth-2/publication/264323701_Forests_Development_and_the_Globalization_of_Justice/links/62e3b8843c0ea87887659232/Forests-Development-and-the-Globalization-of-Justice.pdf","https://scholar.google.com/scholar?q=related:2fzQLrgovdYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","forests, development and the globalisation of justice","paper_695"
"696",1,"Dorisca, S; de Madron, LD; Fontez, B; Giraud, A; Riera, B","FORMULATING AN EQUATION FOR CAMEROON TIMBER BETWEEN TREE DIAMETER AND THE TOTAL TIMBER VOLUME OF TREES",2011,"BOIS ET FORETS DES TROPIQUES","CIRAD-CENTRE COOPERATION INT RECHERCHE AGRONOMIQUE POUR",NA,NA,NA,"Article",NA,"0006-579X",NA,NA,"308",87,"95",NA,NA,NA,NA,NA,"FORMULATING AN EQUATION FOR CAMEROON TIMBER BETWEEN TREE DIAMETER AND THE TOTAL TIMBER VOLUME OF TREES The REDD mechanism (Reducing Emissions from Deforestation and forest Degradation) is of interest to the Congo Basin countries, but they have few precise data on their forest carbon stocks. The parameters for the main pan-tropical allometric equations are tree height and diameter and specific timber density, but none of the trees measured are from African forests. The few equations established for Africa turn out to be insufficient, in particular because large trees are not sufficiently represented in the samples measured. To address this data deficit, we measured 55 trees with a diameter of 10 to 120 cm, from 23 different species in a dense semi-deciduous forest in south-eastern Cameroon. After felling, the logs were cross-cut and measured until the one centimetre in diameter cutting. The sample was used to link the diameter and total timber volume of the trees via polynomial non-linear models (addition and multiplication). Then tree biomass should be deduced by applying the specific density and a correction factor for foliage. In order to refine these measurements, the sample will be enlarged during a further measurement campaign to produce a closer estimation of the total volume of huge trees.",NA,NA,"webofscience","formulating an equation for cameroon timber between tree diameter and the total timber volume of trees","paper_696"
"697",34,"MS Park, D Kleinschmit","Framing forest conservation in the global media: an interest-based approach",2016,"Forest Policy and Economics","Elsevier","https://www.sciencedirect.com/science/article/pii/S1389934116300417","https://scholar.google.com/scholar?cites=1330288391749180604&as_sdt=2005&sciodt=0,5&hl=en",487,NA,NA,NA,NA,NA,NA,NA,NA,34,3.78,17,2,9,"… that is also relevant for public opinion building and elections in the speaker's own political region. Furthermore, the issue of forest conservation might only be able to raise attention to …",NA,"https://scholar.google.com/scholar?q=related:vBwJfz4idhIJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","framing forest conservation in the global media: an interest-based approach","paper_697"
"698",484,"RA Payne","Freedom and the environment",1995,"Journal of democracy","muse.jhu.edu","https://muse.jhu.edu/pub/1/article/16694/summary","https://scholar.google.com/scholar?cites=13814628028457737893&as_sdt=2005&sciodt=0,5&hl=en",845,NA,NA,NA,NA,NA,NA,NA,NA,484,16.13,484,1,30,"… Costa Rica has attempted to institutionalize this process by implementing an environmental-education program designed to mobilize a constituency behind forest conservation. …","https://scholar.google.com/scholar?output=instlink&q=info:pd5gtP9qt78J:scholar.google.com/&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025&scillfp=12364146868048941508&oi=lle","https://scholar.google.com/scholar?q=related:pd5gtP9qt78J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","freedom and the environment","paper_698"
"699",53,"BA Simmons, R Marcos-Martinez, EA Law…","Frequent policy uncertainty can negate the benefits of forest conservation policy",2018,"… Science &Policy","Elsevier","https://www.sciencedirect.com/science/article/pii/S1462901118305112","https://scholar.google.com/scholar?cites=3958120486795672843&as_sdt=2005&sciodt=0,5&hl=en",464,"HTML",NA,NA,NA,NA,NA,NA,NA,53,7.57,13,4,7,"… Policy-driven shifts from net deforestation to forest expansion are being stimulated by … We investigated how peak periods of uncertainty in forest conservation policy affected forest …","https://www.sciencedirect.com/science/article/pii/S1462901118305112","https://scholar.google.com/scholar?q=related:C_2mmZwR7jYJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","frequent policy uncertainty can negate the benefits of forest conservation policy","paper_699"
"700",25,"P. Gadelha","From ""forest malaria"" to ""bromeliad malaria"": a case-study of scientific controversy and malaria control.",1994,"Parassitologia",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0028491150&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0028491150&origin=inward",15,"Article",NA,"0048-2951","https://api.elsevier.com/content/abstract/scopus_id/0028491150",36,"1",175,"195",25,0.81,25,1,31,NA,NA,NA,"scopus","from ""forest malaria"" to ""bromeliad malaria"": a case-study of scientific controversy and malaria control.","paper_700"
"701",3,"S Hobbs","From chains to chainsaws: Modern slavery and deforestation in the Brazilian Amazon",2024,"Environment and Planning E: Nature and Space","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/25148486231187397","https://scholar.google.com/scholar?cites=10864897732527337023&as_sdt=2005&sciodt=0,5&hl=en",259,NA,"10.1177/25148486231187397",NA,NA,NA,NA,NA,NA,3,3,3,1,1,"… slavery-deforestation links. Only then can slavery and deforestation be tackled holistically. … However, in 2022 left-leaning Lula da Silva triumphed Bolsonaro in the elections, and has …","https://journals.sagepub.com/doi/pdf/10.1177/25148486231187397","https://scholar.google.com/scholar?q=related:Py49TOzex5YJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","from chains to chainsaws: modern slavery and deforestation in the brazilian amazon","paper_701"
"702",143,"SB Hecht","From eco-catastrophe to zero deforestation? Interdisciplinarities, politics, environmentalisms and reduced clearing in Amazonia",2012,"Environmental conservation","cambridge.org","https://www.cambridge.org/core/journals/environmental-conservation/article/from-ecocatastrophe-to-zero-deforestation-interdisciplinarities-politics-environmentalisms-and-reduced-clearing-in-amazonia/1E19D7F5EE80D16A1FBE1E2CC36C1A6F","https://scholar.google.com/scholar?cites=3990315717575278302&as_sdt=2005&sciodt=0,5&hl=en",27,NA,NA,NA,NA,NA,NA,NA,NA,143,11,143,1,13,"… deforestation continues throughout the tropics (and Amazonia), and the recent change in Brazil’s Forest Code has produced a modest increase in deforestation… forest conversion and …","https://www.researchgate.net/profile/Susanna-Hecht/publication/279960956_Environment_Final411/links/559fecaa08ae967fb3e965c4/Environment-Final411.pdf","https://scholar.google.com/scholar?q=related:3n675wBzYDcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","from eco-catastrophe to zero deforestation? interdisciplinarities, politics, environmentalisms and reduced clearing in amazonia","paper_702"
"703",4,"Libert-Amico, A; Paz-Pellat, F","From paper to action in climate change mitigation and adaptation: The case of the coffee rust in Chiapas",2018,"MADERA Y BOSQUES","INST ECOLOGIA A C","http://dx.doi.org/10.21829/myb.2018.2401914",NA,NA,"Article","10.21829/myb.2018.2401914","2448-7597",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"In the process of recognizing the multiple challenges that climate change presents to society and the environment, the number of studies, plans, and programs that discuss mitigation and adaptation has increased exponentially. Although a complex problem demands complex solutions, barriers to interdisciplinary visions and intersectoral coordination persist. Particularly, office-based projects (paper) rarely reach the implementation stage (action), while few contemplate the synergies between mitigation and adaptation. This article analyses climate change plans and programs for the coffee sector considering the coffee rust epidemic, a disease caused by the fungus Hemileia vastatrix which has generated important losses to coffee production since the 2012/2013 cycle. Structural problems created ideal conditions for this disease which has been associated with climate change, whilst the institutional response has generated new challenges for coffee producing communities who live in biodiversity hotspots like the Chiapas Sierra Madre in southern Mexico. We discuss the synergies between climate change mitigation and adaptation by analyzing the campaign in favor of carbon stocks and biodiversity in shade-grown coffee plantations of the Sierra Madre de Chiapas. Designed in response to the current coffee rust epidemic, this campaign emphasizes deforestation, forest degradation and loss of ecosystem services that is associated with the current crisis of shade-grown coffee, with proposals set out to benefit both ecosystems and the coffee communities. We identify three challenges which mark the distance between paper and action, as exemplified in the case of the coffee crisis in the Chiapas Sierra Madre.",NA,NA,"webofscience","from paper to action in climate change mitigation and adaptation: the case of the coffee rust in chiapas","paper_703"
"704",0,"M Seeley","From Spectra to Solutions: Leveraging Imaging Spectroscopy for Forest Conservation in Hawaiʻi",2025,NA,"sciforum.net","https://sciforum.net/paper/view/21606",NA,991,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,"… Remote sensing has been instrumental in advancing forest conservation and guiding efforts to … presents a case study of imaging spectroscopy applications in native forest conservation. …",NA,"https://scholar.google.com/scholar?q=related:TYizc95QTRcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","from spectra to solutions: leveraging imaging spectroscopy for forest conservation in hawaiʻi","paper_704"
"705",67,"J Knight","From timber to tourism: recommoditizing the Japanese forest",2000,"Development and Change","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1467-7660.00157","https://scholar.google.com/scholar?cites=5197550565061462821&as_sdt=2005&sciodt=0,5&hl=en",961,NA,"10.1111/1467-7660.00157",NA,NA,NA,NA,NA,NA,67,2.68,67,1,25,"… launched a nationwide reforestation campaign, involving public … The campaign succeeded in restoring tree cover to hillsides … One of the hopes for post-war reforestation was that it would …","https://scholar.google.comftp://ftp.puce.edu.ec/facultades/cienciashumanas/ecoturismo/articulosturismo/Art%C3%ADculos%20cient%C3%ADficos/Ecoturismo%20y%20la%20Conservacion%20biodiversidad/madera_a_turismo_japon.pdf","https://scholar.google.com/scholar?q=related:JYuefLNoIUgJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","from timber to tourism: recommoditizing the japanese forest","paper_705"
"706",36,"P Gadelha","From"" forest malaria"" to"" bromeliad malaria"": a case-study of scientific controversy and malaria control.",1994,"Parassitologia","europepmc.org","https://europepmc.org/article/med/7898955","https://scholar.google.com/scholar?cites=1078742817420423757&as_sdt=2005&sciodt=0,5&hl=en",978,NA,NA,NA,NA,NA,NA,NA,NA,36,1.16,36,1,31,"… eradication (manual removal, herbicides and deforestation), use of insecticides and … The article then describes the Brazilian campaign strategies which showed significant short-…",NA,"https://scholar.google.com/scholar?q=related:TTJZhOB2-A4J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","from"" forest malaria"" to"" bromeliad malaria"": a case-study of scientific controversy and malaria control.","paper_706"
"707",350,"D Nepstad, D McGrath, A Alencar, AC Barros…","Frontier governance in Amazonia",2002,"Science","science.org","https://www.science.org/doi/abs/10.1126/science.1067053","https://scholar.google.com/scholar?cites=13222866407482335538&as_sdt=2005&sciodt=0,5&hl=en",806,NA,"10.1126/science.1067053",NA,NA,NA,NA,NA,NA,350,15.22,70,5,23,"… Deforestation permits have been denied to landholders who have exceeded the 20% deforestation … rural violence that suppresses the emergence of democracy on the Amazon frontier. …","https://repository.si.edu/bitstream/handle/10088/6705/Nepstad.pdf?isAllowed=y&sequence=1","https://scholar.google.com/scholar?q=related:MiFumvAOgbcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","frontier governance in amazonia","paper_707"
"708",1,"B. Fortuna-Antoszkiewicz","Fruit alleys in rural landscape - In Poland and Moravia",2019,"Public Recreation and Landscape Protection - With Sense Hand in Hand... Conference Proceeding",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068249787&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068249787&origin=inward",159,"Conference Paper",NA,NA,"https://api.elsevier.com/content/abstract/scopus_id/85068249787",NA,NA,162,"167",1,0.17,1,1,6,NA,NA,NA,"scopus","fruit alleys in rural landscape - in poland and moravia","paper_708"
"709",51,"J. Franke","Fuel load mapping in the Brazilian Cerrado in support of integrated fire management",2018,"Remote Sensing of Environment",NA,"https://api.elsevier.com/content/article/eid/1-s2.0-S0034425718303936","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051807370&origin=inward",32,"Article","10.1016/j.rse.2018.08.018","0034-4257","https://api.elsevier.com/content/abstract/scopus_id/85051807370",217,NA,221,"232",51,7.29,51,1,7,NA,NA,NA,"scopus","fuel load mapping in the brazilian cerrado in support of integrated fire management","paper_709"
"710",9,"SK Nketiah, EM Kumeh, O Owusu-Addae","Functional forestry extension: amissing link in promoting forest plantation development in Ghana",2016,"J. Glob. Resour","researchgate.net","https://www.researchgate.net/profile/Eric-Mensah-Kumeh/publication/305500167_FUNCTIONAL_FORESTRY_EXTENSION_A_MISSING_LINK_IN_PROMOTING_FOREST_PLANTATION_DEVELOPMENT_IN_GHANA/links/57922f1408aec89db780129b/FUNCTIONAL-FORESTRY-EXTENSION-A-MISSING-LINK-IN-PROMOTING-FOREST-PLANTATION-DEVELOPMENT-IN-GHANA.pdf","https://scholar.google.com/scholar?cites=14457838391345283658&as_sdt=2005&sciodt=0,5&hl=en",675,"PDF",NA,NA,NA,NA,NA,NA,NA,9,1,3,3,9,"… forest plantation developers, to tackle deforestation andforest degradation. Among these policies and legislations are: the Timber Resources Management Act (547) of 1998 and its …","https://www.researchgate.net/profile/Eric-Mensah-Kumeh/publication/305500167_FUNCTIONAL_FORESTRY_EXTENSION_A_MISSING_LINK_IN_PROMOTING_FOREST_PLANTATION_DEVELOPMENT_IN_GHANA/links/57922f1408aec89db780129b/FUNCTIONAL-FORESTRY-EXTENSION-A-MISSING-LINK-IN-PROMOTING-FOREST-PLANTATION-DEVELOPMENT-IN-GHANA.pdf","https://scholar.google.com/scholar?q=related:SgIkgGqPpMgJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","functional forestry extension: amissing link in promoting forest plantation development in ghana","paper_710"
"711",14,"A. Ferraz","Fusion of NASA Airborne Snow Observatory (ASO) lidar time series over mountain forest landscapes",2018,"Remote Sensing",NA,"https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042544568&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042544568&origin=inward",93,"Article","10.3390/rs10020164","2072-4292","https://api.elsevier.com/content/abstract/scopus_id/85042544568",10,"2",NA,NA,14,2,14,1,7,NA,NA,NA,"scopus","fusion of nasa airborne snow observatory (aso) lidar time series over mountain forest landscapes","paper_711"
"712",144,"PJ Adams","Gambling, freedom and democracy",2007,NA,"taylorfrancis.com","https://www.taylorfrancis.com/books/mono/10.4324/9780203935095/gambling-freedom-democracy-peter-adams","https://scholar.google.com/scholar?cites=6660814231790628414&as_sdt=2005&sciodt=0,5&hl=en",682,"BOOK","10.4324/9780203935095",NA,NA,NA,NA,NA,NA,144,8,144,1,18,"… Few were ready for the rapidity and scale of this deforestation and it has had serious ongoing consequences, not only in the local context, but also for the global environment. The loss …",NA,"https://scholar.google.com/scholar?q=related:Pi6_2ED3b1wJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025","google","gambling, freedom and democracy","paper_712"
