,unique_id,Cites,Authors,Title,title_lower,abstract,outcome_variable,treatment_variable,exp_methods,theoretical_interest,to_include,Source,inclusion_paloma,inclusion_rens,Publisher,Year,ArticleURL,CitesURL,GSRank,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,FullTextURL,RelatedURL,source_dataset
366,paper_1311,0,S Perri,"The Brazilian Amazon rainforest, an important means to address climate change undermined by deforestation and not adequately respected policies","the brazilian amazon rainforest, an important means to address climate change undermined by deforestation and not adequately respected policies","This study investigates the role of the Brazilian Amazon Rainforest in the fight against climate change. The Amazon rainforest is the most varied ecosystem in terms of biodiversity and one of the major reserves of water and oxygen, it is extremely important in conserving the temperature and ecosystem stability. As part of this work, particular attention is paid to the analysis of climate change and forest conservation through the evaluation of environmental policies. The contribution of the local and indigenous communities is vital for the preservation of the rainforest but despite that, indigenousí land, resources, and culture are threatened by the ideas which put profits ahead of nature. The thesis aims to analyze on one hand the existing instruments at national and international level and the system of institutions entrusted with the task of protecting the forest and indigenous communities and on the other hand to highlight the potential and failures of existing tools and determine the effectiveness and degree of compliance. The Amazon biome is facing a lot of challenges, if the international community and the Brazilian government do not take efficient actions to stop deforestation the rainforest will reach a point of no return in which the entire ecosystem balance would be affected.
unitesi.unive.it",0,0,0,0,0,NA,1,1,unitesi.unive.it,2023,https://unitesi.unive.it/handle/20.500.14247/14075,NA,760,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,2,https://unitesi.unive.it/bitstream/20.500.14247/14075/1/865183-1272325.pdf,"https://scholar.google.com/scholar?q=related:tEcPgMomcf0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
367,paper_1312,119,LC Barbosa,"The Brazilian Amazon rainforest: Global ecopolitics, development, and democracy","the brazilian amazon rainforest: global ecopolitics, development, and democracy","This provocative book documents how national and global politics intersected to bring about changes in Brazil's environmental preservation laws. Luiz Barbosa argues that global forces coupled with two decades of military rule in Brazil led to policies that promoted deforestation for the sake of development, ultimately having devastating consequences for AmazÙnia's ecosystem and its native populations. By the mid-1980s, changes in global ecopolitics and the onset of democracy in Brazil paved the way for new environmental preservation laws. Barbosa's study is unique in showing the impact of global processes on third-world environmental degradation and in its claim that democracy can facilitate preservation. The latter point is further emphasized in a comparative chapter in which Barbosa demonstrates the importance of democracy for environmental preservation in Costa Rica, Malaysia, and Indonesia. Sociologists and anthropologists interested in issues surrounding economic development as well as environmental activists will find much to their liking in this work.",0,0,0,0,0,NA,1,1,books.google.com,2000,https://books.google.com/books?hl=en&lr=&id=G6O1wbp3Yx8C&oi=fnd&pg=PA1&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=saR6rpSgsx&sig=i6um4twQfAOYquuqgErR-XM0BxA,"https://scholar.google.com/scholar?cites=18245692982825401794&as_sdt=2005&sciodt=0,5&hl=en",245,BOOK,NA,NA,NA,NA,NA,NA,NA,119,4.76,119,1,25,NA,"https://scholar.google.com/scholar?q=related:wj0lGhm5Nf0J:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
368,paper_1313,0,G Kohlhepp,"The Brazilian Amazonia in Change II: Five Decades of Exploitation, Deforestation and Attempts at Sustainable Development","the brazilian amazonia in change ii: five decades of exploitation, deforestation and attempts at sustainable development","In the Brazilian planning region ""AmazÙnia Legal"", deforestation of rain forests for the extraction of mineral resources, cattle breeding, soybean farming, transport infrastructure and hydropower plants was carried out without regard for the indigenous people and regional socio-ecological vulnerability. The implementation of damaging mega-programmes caused disastrous environmental problems. Large-scale destruction of biodiversity, rising temperatures and instability of precipitation not only pose a threat to the region, but also have global impacts on climate change. Over the last two decades, parts of AmazÙnia Legal have evolved from a CO2 sink to a source of CO2 emissions.",0,0,0,0,0,NA,0,1,books.google.com,2025,https://books.google.com/books?hl=en&lr=&id=6udGEQAAQBAJ&oi=fnd&pg=PP1&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=yysYRAx9w7&sig=l7mO6dWnqsg073uiMLMR83sOH8E,NA,595,BOOK,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,https://library.oapen.org/bitstream/handle/20.500.12657/98486/1/9783839475355.pdf,"https://scholar.google.com/scholar?q=related:IXIcb2wdK7UJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
369,paper_1325,169,"GB Indrarto, P Murharjanti, J Khatarina, I Pulungan‚Ä¶","The context of REDD+ in Indonesia: drivers, agents and institutions","the context of redd+ in indonesia: drivers, agents and institutions","This country profile is a second version from the first country profile that was published by CIFOR in 2012. Since then, REDD+ developments has changed drastically in Indonesia. This version documents changes from 2012 to 2020, on drivers of deforestation and forest degradation, institutional settings and governance for REDD+, the political economy of drivers of deforestation and forest degradation, REDD+ actors and 3Es (Effectiveness, Efficiency and Equity) implementation. Indonesia keeps the commitment to addressing climate change but reducing deforestation and forest degradation remains a challenge. Major issues surrounding REDD+ implementation include weak implementation of various international agreements, contradictory regulations and weak coordination between government agencies, changing national political regimes that affects transformation commitment, disconnection between central and regional levels, unclear REDD+ projects impact, and continuous business as usual solution to bridge conservation and development. More attention to elite capture is needed to avoid bias of promoting business and economic growth for the benefit of all but at the expense of the environment",0,0,0,0,0,NA,0,1,books.google.com,2012,https://books.google.com/books?hl=en&lr=&id=I07WBQAAQBAJ&oi=fnd&pg=PR3&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=gBEbPHvugm&sig=7yfhldxGTdbFVTtsjKRFS9dnBKY,"https://scholar.google.com/scholar?cites=8864767760470966143&as_sdt=2005&sciodt=0,5&hl=en",256,BOOK,NA,NA,NA,NA,NA,NA,NA,169,13,34,5,13,NA,"https://scholar.google.com/scholar?q=related:f_80g0_7BXsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
370,paper_1335,283,"S Wunder, J Sayer",The economics of deforestation,the economics of deforestation,"Tropical forests are disappearing at an unaltered pace, giving way to alternative land uses. This book gives an economic perspective on deforestation. Following a survey of different deforestation definitions, theories and empirical evidence, a case-study of Ecuador provides a versatile historical picture of factors affecting forest loss throughout different periods, regions and ecosystems. It is shown that policy and market failures alone cannot explain rapid deforestation; decision-makers follow a composite economic rationale in their continuous clearing of forests which can only be counteracted by concerted action.",0,0,0,0,0,The example of Ecuador,1,1,Springer,2000,https://link.springer.com/content/pdf/10.1057/9780230596696.pdf,"https://scholar.google.com/scholar?cites=12434969789237337981&as_sdt=2005&sciodt=0,5&hl=en",314,NA,10.1057/9780230596696,NA,NA,NA,NA,NA,NA,283,11.32,142,2,25,NA,"https://scholar.google.com/scholar?q=related:fZ802CPjkawJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
371,paper_1336,45,JS Campari,The economics of deforestation in the Amazon: dispelling the myths,the economics of deforestation in the amazon: dispelling the myths,"This provocative new book presents the results of twenty years of research on deforestation in the Amazon. By carefully observing the changing character of human settlements and their association with deforestation over such a prolonged period, the author is able to reject much of the ëperceived wisdomí. He skillfully dissects various models of deforestation and provides hard evidence on what is myth and what is reality.",0,0,0,0,0,NA,1,1,books.google.com,2005,https://books.google.com/books?hl=en&lr=&id=P6k-6rsy7toC&oi=fnd&pg=PR1&dq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&ots=d5Y3rRv-T7&sig=TqFoNWLPfsdjQBxsuEyXG6c_igM,"https://scholar.google.com/scholar?cites=4271109099851408736&as_sdt=2005&sciodt=0,5&hl=en",529,BOOK,NA,NA,NA,NA,NA,NA,NA,45,2.25,45,1,20,NA,"https://scholar.google.com/scholar?q=related:YOWU1RgHRjsJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
372,paper_1340,3,NP Bakehe,The effect of democracy on environmental degradation: the case of deforestation in the Congo Basin.,the effect of democracy on environmental degradation: the case of deforestation in the congo basin.,"This article studies the empirical relationship between democracy and deforestation from a sample of nine countries in the Congo Basin for the period from 1990 to 2010. The empirical analysis highlights two important findings. First, GDP per capita has a negative impact on the preservation of forest cover. Second, improving the level of democracy reduces the rate of deforestation for the countries considered. This last result implies that, rather than focusing solely on economic development and demographic factors to explain the dynamics of deforestation, research must also take into account the level of democracy.",1,1,1,1,1,NA,1,1,cabidigitallibrary.org,2020,https://www.cabidigitallibrary.org/doi/full/10.5555/20219821191,"https://scholar.google.com/scholar?cites=7851311120150586276&as_sdt=2005&sciodt=0,5&hl=en",59,NA,10.5555/20219821191,NA,NA,NA,NA,NA,NA,3,0.6,3,1,5,NA,"https://scholar.google.com/scholar?q=related:pGOmod119WwJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
373,paper_1344,4,"Miteva, DA; Pattanayak, SK",The effectiveness of protected areas in the context of decentralization,the effectiveness of protected areas in the context of decentralization,"While protected areas (PA) remain a key conservation strategy globally, their performance is likely shaped by the socio-political context in which they exist. Although decentralization is a good example of such a contextual phenomenon in multiple locations globally, it is rare to find quantitative empirical analyses of how it moderates PA effectiveness. We evaluate how the decentralization in Indonesia (proxied by the introduction of direct elections, district head (bupati) change, and district splitting) influenced PA effectiveness between 2000 and 2008. Focusing on three outcomes -deforestation, forest fragmentation, and fires, we apply a quasi-experimental approach to a carefully constructed spatially explicit village-level panel dataset, combined with geospatial biophysical and physio-geographic data. We hypothesize that the moderating influence of decentralization on PA effectiveness depends on whether decentralization increased threats to forests, strengthened local accountability, or weakened enforcement. On average, we find direct elections improved the PA impact in terms of reducing deforestation in protected villages, but had no statistically significant effect on forest fragmentation, fires, or leakage. On average, we find district splitting increased forest fragmentation in the recently protected villages, but had no statistically significant impact on deforestation and fires. On average, we find the bupati change had no statistically discernible influence on PA impacts on deforestation, fragmentation or fires. Given the increasing threats to forests due to decentralization, these results imply that district splitting and the bupati change weakened enforcement inside PAs with regards to deforestation and forest fragmentation, in contrast to direct elections. By highlighting the potential channels through which decentralization in Indonesia impacted forests, we offer insights into the effectiveness of a common conservation policy in the country. Broadly, we contribute to the conservation impact evaluation literature by quantitatively examining how political economy influences the performance of conservation policies. (c) 2021 Elsevier Ltd. All rights reserved.",0,0,0,0,0,WORLD DEVELOPMENT,1,0,PERGAMON-ELSEVIER SCIENCE LTD,2021,http://dx.doi.org/10.1016/j.worlddev.2021.105446,NA,NA,Article,10.1016/j.worlddev.2021.105446,0305-750X,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,webofscience
374,paper_1346,72,"GI Galinato, SP Galinato","The effects of corruption control, political stability and economic growth on deforestation-induced carbon dioxide emissions","the effects of corruption control, political stability and economic growth on deforestation-induced carbon dioxide emissions","This article formulates an empirical model that measures the short- and long-run effects of political stability, corruption control and economic growth on CO2 emissions from deforestation. Political stability and corruption have significant effects on forest cover in the short run and have lingering long-run effects. We derive a U-shaped forestñincome curve where forest cover initially declines as per capita income increases, but starts to rise after an income turning point. Political stability and corruption control do not significantly affect the income turning point but both variables shift the forestñincome curve up or down. The resulting CO2 emissionñincome curve is downward sloping and is based on changes in the levels of variables affecting forest cover. Increased political stability flattens the CO2 emissionsñincome curve, leading to smaller changes of CO2 emissions per unit change in income.",1,1,1,1,1,Environment and development Economics,1,1,cambridge.org,2012,https://www.cambridge.org/core/journals/environment-and-development-economics/article/effects-of-corruption-control-political-stability-and-economic-growth-on-deforestationinduced-carbon-dioxide-emissions/CBFBE9A70D599DD05FCD60790CAEC369,"https://scholar.google.com/scholar?cites=7632613060979581397&as_sdt=2005&sciodt=0,5&hl=en",14,NA,NA,NA,NA,NA,NA,NA,NA,72,5.54,36,2,13,https://www.researchgate.net/profile/Suzette-Galinato/publication/254401794_The_effects_of_corruption_control_political_stability_and_economic_growth_on_deforestation-induced_carbon_dioxide_emissions/links/55ca375308aeb975674a4700/The-effects-of-corruption-control-political-stability-and-economic-growth-on-deforestation-induced-carbon-dioxide-emissions.pdf,"https://scholar.google.com/scholar?q=related:1eGxvyN97GkJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
375,paper_1348,5,"Li, Q; Reuveny, R",The effects of liberalism on the terrestrial environment,the effects of liberalism on the terrestrial environment,"In recent decades, many countries have adopted, to various degrees, the ideologies of commercial and republican liberalism. One salient aspect of the spread of commercial liberalism in the world has been the growth in international trade. The spread of republican liberalism has manifested itself by the rise in the level of democracy in countries over time. What are the implications of trade and democracy for the terrestrial environment? Two bodies of literature are relevant to this question: one studies the effect of trade on the environment, while a second body focuses on the effect of democracy on the environment. The effects of both forces on the environment are debated theoretically and empirically. The two bodies of literature have generally developed separately, and the effects of trade and democracy have not been evaluated in the same model. This paper discusses the theoretical effects of trade and democracy on the environment, and develops a statistical model to study these effects on the terrestrial environment in the areas of deforestation and land degradation. The results indicate that a rise in trade openness reduces deforestation in autocracy and increases deforestation in democracy, and the effect is similar for the less developed countries (LDCs) and the developed countries (DCs). A rise in trade openness reduces land degradation, but the effect is not robust and does not depend on regime type. A rise in democracy increases deforestation and reduces land degradation, but these effects are weaker in LDCs than in DCs. In addition, the effect of democracy on deforestation is stronger when trade openness is high. The effect of democracy on land degradation does not depend on trade openness. The paper concludes with an examination of the implications of these results for public policy.",0,0,0,0,0,CONFLICT MANAGEMENT AND PEACE SCIENCE,1,0,SAGE PUBLICATIONS INC,2007,http://dx.doi.org/10.1080/07388940701468492,NA,NA,Article,10.1080/07388940701468492,0738-8942,NA,24,3,219,238,NA,NA,NA,NA,NA,NA,NA,webofscience
376,paper_1358,180,C Palmer,The extent and causes of illegal logging: an analysis of a major cause of tropical deforestation in Indonesia,the extent and causes of illegal logging: an analysis of a major cause of tropical deforestation in indonesia,"This paper considers the scale and underlying causes of recent high rates of deforestation in Indonesia. Its extent during 1997-98 is analysed using a materials balance model, the results of which demonstrate the seriousness of the problem at a time when the Indonesian economy was suffering the effects of the Asian financial crisis. The behaviour of the principal agents, illegal loggers, is discussed in the context of market and government failures and rent-seeking or corruption. A culture of corruption originated at the top of government during the tenure of ex- President Suharto, leading to market and government failures in the forestry sector, thus resulting in the creation of high levels of rent. A culture of corruption ensures that policy failures cannot be reversed and may lead to further intervention to benefit the status quo. Rent-seeking behaviour then spread to all levels of government, via a lack of good example at the top, leading to the creation of illegal logging networks. Since rent from illegal logging is higher than that for legal logging, there is an incentive for agents to ignore costs associated with sustainable forest management. Illegal logging, and hence inefficient resource use, is further encouraged by institutional failures such as weak enforcement and monitoring capacity, as well as policy failures at the international level too. Consequently, Indonesiaís forests have been intensively deforested for perhaps as long as 30 years, with little or no attention given to sustainable forest management.",0,0,0,0,0,NA,1,1,discovery.ucl.ac.uk,2001,https://discovery.ucl.ac.uk/id/eprint/17588/,"https://scholar.google.com/scholar?cites=386348439565200180&as_sdt=2005&sciodt=0,5&hl=en",113,NA,NA,NA,NA,NA,NA,NA,NA,180,7.5,180,1,24,https://discovery.ucl.ac.uk/id/eprint/17588/1/17588.pdf,"https://scholar.google.com/scholar?q=related:NGvP29uVXAUJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
377,paper_1370,105,"R Verburg, S Rodrigues Filho, D Lindoso, N Debortoli‚Ä¶",The impact of commodity price and conservation policy scenarios on deforestation and agricultural land use in a frontier area within the Amazon,the impact of commodity price and conservation policy scenarios on deforestation and agricultural land use in a frontier area within the amazon,"Deforestation in the Amazon is caused by the complex interplay of different drivers. Price of commodities such as beef and soya, and incoming migration are paramount factors. Construction of new highways is a key aspect, as they enable a growing flow of people and economic activities, provoking an intensification of the conversion of forests into pasture and agricultural areas. The pavement of road BR-163 accelerates the expansion of the agricultural frontier from the state of Mato Grosso to Par·, inside the Amazon. Today, the Brazilian government applies two main kinds of policies to protect the environment. First by establishing conservation units (CUs) that include an array of reserve types from natural areas to indigenous lands, and second by enforcing the Forest Code (FC), a law that limits the occupation and use of forests. Legal reserve requirements for rural properties are 80% in the Amazon rainforest, 35% in the Cerrado shrublands and 20% in other regions. However, the effectiveness of these policies relies on a fragile institutional capacity, which causes a flawed monitoring, law enforcement and control. To assess the impact of effective conservation policies on land use and deforestation by 2020, we used the LUSMAPA model in combination with two scenarios, one that included different commodity price developments and migration rates and one on the assumption of the institutional strength to uphold the conservation policies. A revision of the FC from an average 80% policy target to 60% effective implementation and disregard borders of CUs by allowing 5% deforestation in CUs, that both corresponds to a ëweakí governmental enforcement, leads to additional deforestation of 41ñ57%, depending on the commodity price scenario. The results of the simulations are discussed in the light of recent policy changes in Brazil.",1,0,0,0,0,Land use policy,0,1,Elsevier,2014,https://www.sciencedirect.com/science/article/pii/S0264837712001913,"https://scholar.google.com/scholar?cites=13974803332655402138&as_sdt=2005&sciodt=0,5&hl=en",330,NA,NA,NA,NA,NA,NA,NA,NA,105,9.55,21,5,11,https://www.academia.edu/download/50484842/The_impact_of_commodity_price_and_conser20161122-6498-epxyp5.pdf,"https://scholar.google.com/scholar?q=related:msze4JZ58MEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
378,paper_1394,17,B.F. Milmanda,The Multilevel Politics of Enforcement: Environmental Institutions in Argentina,the multilevel politics of enforcement: environmental institutions in argentina,"Environmental protection presents a challenge for commodity-producing democracies. To account for the enforcement of environmental laws in decentralized systems, this article proposes a multilevel approach that highlights the importance of national laws and subnational implementation rules to the politics of enforcement. This approach contrasts with prominent scholarship that focuses on sanctions and the electoral incentives and bureaucratic resources of enforcers. The advantages of the multilevel approach are demonstrated by the enforcement of the native forest protection regime (NFPR) in the Argentine Chaco Forest, which is shaped not only by whether sanctions on illegal deforestation are applied by subnational authorities but also by the design of both the national law and subnational regulations. The article employs quantitative data and case studies based on extensive fieldwork to show how affected subnational organized interests influenced the design of the NFPR and the provincial regulations that weaken or strengthen enforcement.",0,0,0,0,0,Politics and Society,1,1,NA,2020,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077153403&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077153403&origin=inward,76,Article,10.1177/0032329219894074,0032-3292,https://api.elsevier.com/content/abstract/scopus_id/85077153403,48,1,3,26,17,3.4,17,1,5,NA,NA,scopus
379,paper_1395,298,TK Rudel,The national determinants of deforestation in sub-Saharan Africa,the national determinants of deforestation in sub-saharan africa,"For decades, the dynamics of tropical deforestation in sub-Saharan Africa (SSA) have defied easy explanation. The rates of deforestation have been lower than elsewhere in the tropics, and the driving forces evident in other places, government new land settlement schemes and industrialized agriculture, have largely been absent in SSA. The context and causes for African deforestation become clearer through an analysis of new, national-level data on forest cover change for SSA countries for the 2000ñ2005 period. The recent dynamic in SSA varies from dry to wet biomes. Deforestation occurred at faster rates in nations with predominantly dry forests. The wetter Congo basin countries had lower rates of deforestation, in part because tax receipts from oil and mineral industries in this region spurred rural to urban migration, declines in agriculture and increased imports of cereals from abroad. In this respect, the Congo basin countries may be experiencing an oil and mineral fuelled forest transition. Small farmers play a more important role in African deforestation than they do in southeast Asia and Latin America, in part because small-scale agriculture remains one of the few livelihoods open to rural peoples.",0,0,0,0,0,‚Ä¶ Transactions of the Royal Society B ‚Ä¶,1,1,royalsocietypublishing.org,2013,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2012.0405,"https://scholar.google.com/scholar?cites=1683603025830195392&as_sdt=2005&sciodt=0,5&hl=en",193,NA,10.1098/rstb.2012.0405,NA,NA,NA,NA,NA,NA,298,24.83,298,1,12,https://royalsocietypublishing.org/doi/full/10.1098/rstb.2012.0405,"https://scholar.google.com/scholar?q=related:wLBhKQhcXRcJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
380,paper_1407,69,CO Delang,The political ecology of deforestation in Thailand,the political ecology of deforestation in thailand,"This article looks at the history of the relationship between development policies and deforestation in Thailand from the beginning of the nineteenth to the end of the twentieth century. It first considers the lowland processes of horizontal expansion that carried on until the end of the Second World War, at which point the lowlands had become almost completely deforested. The article then turns to the highland forests, and discusses the development policies pursued there by the Thai government until the 1980s, when authorities outlawed logging and declared a closure of the frontier. Drawing on political ecology, the paper argues that forest policies of the Thai government have changed owing to shifts in the relative influence of different groups - the landed nobility, the industrialists, the military, and the environmentalists - in the national political arena. The group with the least political power, the ethnic minorities living in the highlands, is eventually blamed for the deforestation, in spite of the fact that it is the one that least contributed to it.",0,0,0,0,0,Geography,1,1,Taylor &Francis,2005,https://www.tandfonline.com/doi/abs/10.1080/00167487.2005.12094135,"https://scholar.google.com/scholar?cites=10492837207721133692&as_sdt=2005&sciodt=0,5&hl=en",76,NA,10.1080/00167487.2005.12094135,NA,NA,NA,NA,NA,NA,69,3.45,69,1,20,https://www.researchgate.net/profile/Claudio-Delang/publication/283797332_The_Political_Ecology_of_Deforestation_in_Thailand/links/58a64ecd4585150402ee0560/The-Political-Ecology-of-Deforestation-in-Thailand.pdf,"https://scholar.google.com/scholar?q=related:fEY41NgLnpEJ:scholar.google.com/&scioq=%22elections%22%7C%22democracy%22%7C%22leader+selection%22%7C%22campaign%22%7C%22political+cycle%22+%22deforestation%22%7C%22forest+conversion%22%7C%22forest+plantation%22%7C%22forest+conservation%22%7C%22forest+degradation%22%7C%22reforestation%22%7C%22forest+carbon%22%7C%22tree+cover+loss%22&hl=en&as_sdt=0,5&as_ylo=1990&as_yhi=2025",google
